pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
BBBB	CM043863.1	7040001	7050000	0.0	623	0	27661	374
SSSS	CM043863.1	7050001	7060000	NA	0	NA	NA	NA
BBSS	CM043863.1	7050001	7060000	NA	0	NA	NA	NA
BBBB	CM043863.1	7050001	7060000	NA	0	NA	NA	NA
BBBB	CM043863.1	7060001	7070000	NA	0	NA	NA	NA
SSSS	CM043863.1	7060001	7070000	NA	0	NA	NA	NA
BBSS	CM043863.1	7060001	7070000	NA	0	NA	NA	NA
BBBB	CM043863.1	7070001	7080000	NA	0	NA	NA	NA
BBSS	CM043863.1	7070001	7080000	NA	0	NA	NA	NA
SSSS	CM043863.1	7070001	7080000	NA	0	NA	NA	NA
SSSS	CM043863.1	7080001	7090000	NA	0	NA	NA	NA
BBSS	CM043863.1	7080001	7090000	NA	0	NA	NA	NA
BBBB	CM043863.1	7080001	7090000	NA	0	NA	NA	NA
SSSS	CM043863.1	7090001	7100000	NA	0	NA	NA	NA
BBSS	CM043863.1	7090001	7100000	NA	0	NA	NA	NA
BBBB	CM043863.1	7090001	7100000	NA	0	NA	NA	NA
BBSS	CM043863.1	7100001	7110000	NA	0	NA	NA	NA
SSSS	CM043863.1	7100001	7110000	NA	0	NA	NA	NA
BBBB	CM043863.1	7100001	7110000	NA	0	NA	NA	NA
BBBB	CM043863.1	7110001	7120000	NA	0	NA	NA	NA
BBSS	CM043863.1	7110001	7120000	NA	0	NA	NA	NA
SSSS	CM043863.1	7110001	7120000	NA	0	NA	NA	NA
BBBB	CM043863.1	7120001	7130000	NA	0	NA	NA	NA
BBSS	CM043863.1	7120001	7130000	NA	0	NA	NA	NA
SSSS	CM043863.1	7120001	7130000	NA	0	NA	NA	NA
SSSS	CM043863.1	7130001	7140000	NA	0	NA	NA	NA
BBBB	CM043863.1	7130001	7140000	NA	0	NA	NA	NA
BBSS	CM043863.1	7130001	7140000	NA	0	NA	NA	NA
BBSS	CM043863.1	7140001	7150000	NA	0	NA	NA	NA
SSSS	CM043863.1	7140001	7150000	NA	0	NA	NA	NA
BBBB	CM043863.1	7140001	7150000	NA	0	NA	NA	NA
BBBB	CM043863.1	7150001	7160000	NA	0	NA	NA	NA
BBSS	CM043863.1	7150001	7160000	NA	0	NA	NA	NA
SSSS	CM043863.1	7150001	7160000	NA	0	NA	NA	NA
BBSS	CM043863.1	7160001	7170000	NA	0	NA	NA	NA
SSSS	CM043863.1	7160001	7170000	NA	0	NA	NA	NA
BBBB	CM043863.1	7160001	7170000	NA	0	NA	NA	NA
SSSS	CM043863.1	7170001	7180000	NA	0	NA	NA	NA
BBBB	CM043863.1	7170001	7180000	NA	0	NA	NA	NA
BBSS	CM043863.1	7170001	7180000	NA	0	NA	NA	NA
BBSS	CM043863.1	7180001	7190000	NA	0	NA	NA	NA
SSSS	CM043863.1	7180001	7190000	NA	0	NA	NA	NA
BBBB	CM043863.1	7180001	7190000	NA	0	NA	NA	NA
BBSS	CM043863.1	7190001	7200000	NA	0	NA	NA	NA
BBBB	CM043863.1	7190001	7200000	NA	0	NA	NA	NA
SSSS	CM043863.1	7190001	7200000	NA	0	NA	NA	NA
BBBB	CM043863.1	7200001	7210000	NA	0	NA	NA	NA
BBSS	CM043863.1	7200001	7210000	NA	0	NA	NA	NA
SSSS	CM043863.1	7200001	7210000	NA	0	NA	NA	NA
SSSS	CM043863.1	7210001	7220000	NA	0	NA	NA	NA
BBBB	CM043863.1	7210001	7220000	NA	0	NA	NA	NA
BBSS	CM043863.1	7210001	7220000	NA	0	NA	NA	NA
BBBB	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
BBSS	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
SSSS	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
SSSS	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBBB	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBSS	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBSS	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
SSSS	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
BBBB	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
BBBB	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
BBSS	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
SSSS	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
BBBB	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
BBSS	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
SSSS	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
SSSS	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBSS	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBBB	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBBB	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
BBSS	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
SSSS	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
BBBB	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
BBSS	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
SSSS	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
BBSS	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
SSSS	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
BBBB	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
BBSS	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
SSSS	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
BBBB	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
BBBB	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
BBSS	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
SSSS	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
BBBB	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
BBSS	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
SSSS	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
BBSS	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
SSSS	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
BBBB	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
BBBB	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
BBSS	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
SSSS	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
BBBB	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
BBSS	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
SSSS	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
BBBB	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
BBSS	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
SSSS	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
SSSS	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBSS	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBBB	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBBB	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
BBSS	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
SSSS	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
BBBB	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
BBSS	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
SSSS	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
BBSS	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
BBBB	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
SSSS	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
BBBB	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
BBSS	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
SSSS	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
BBSS	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
SSSS	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
BBBB	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
BBSS	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
SSSS	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
BBBB	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
SSSS	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBSS	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBBB	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBBB	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
BBSS	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
SSSS	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
BBBB	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
BBSS	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
SSSS	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
BBSS	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
SSSS	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
BBBB	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
BBBB	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
BBSS	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
SSSS	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
BBBB	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
BBSS	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
SSSS	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
SSSS	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
BBBB	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
BBSS	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
SSSS	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBSS	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBBB	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBBB	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
BBSS	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
SSSS	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
BBBB	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
BBSS	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
SSSS	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
BBSS	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
SSSS	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
BBBB	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
BBBB	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
BBSS	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
SSSS	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
BBBB	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
BBSS	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
SSSS	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
SSSS	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
BBBB	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
BBSS	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
SSSS	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
BBBB	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
BBSS	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
SSSS	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
BBSS	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
BBBB	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
SSSS	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBSS	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBBB	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBSS	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
BBBB	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
SSSS	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
BBBB	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
BBSS	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
SSSS	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
BBBB	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
BBSS	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
SSSS	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
BBBB	CM043863.1	7650001	7660000	0.0	111	0	3108	1887
BBSS	CM043863.1	7650001	7660000	0.0	111	0	5583	1743
SSSS	CM043863.1	7650001	7660000	0.0	111	0	16950	33
BBBB	CM043863.1	7660001	7670000	0.0	449	0	14103	6102
SSSS	CM043863.1	7660001	7670000	0.0	449	0	67078	1619
BBSS	CM043863.1	7660001	7670000	0.0	449	0	28353	1281
BBBB	CM043863.1	7670001	7680000	0.0	349	0	13770	1935
BBSS	CM043863.1	7670001	7680000	0.0031185957408892	349	70	22446	588
SSSS	CM043863.1	7670001	7680000	0.0	349	0	52679	718
BBBB	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
BBSS	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
SSSS	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
BBSS	CM043863.1	7690001	7700000	0.0	177	0	11682	0
SSSS	CM043863.1	7690001	7700000	0.0	177	0	26817	264
BBBB	CM043863.1	7690001	7700000	0.0	177	0	7510	455
SSSS	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
BBSS	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
BBBB	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
SSSS	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
BBSS	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
BBBB	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
SSSS	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
BBBB	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
BBSS	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
SSSS	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBBB	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBSS	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBBB	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
SSSS	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
BBSS	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
BBSS	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
SSSS	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
BBBB	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
BBSS	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
BBBB	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
SSSS	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
BBSS	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
SSSS	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
BBBB	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
BBBB	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
BBSS	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
SSSS	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
BBSS	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
SSSS	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
BBBB	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
BBBB	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
BBSS	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
SSSS	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
BBBB	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
BBSS	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
SSSS	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
SSSS	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBSS	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBBB	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBBB	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
BBSS	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
SSSS	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
BBBB	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
BBSS	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
SSSS	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
BBBB	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
BBSS	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
SSSS	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
BBBB	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
BBSS	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
SSSS	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
SSSS	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBBB	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBSS	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBBB	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
BBSS	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
SSSS	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
BBBB	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
BBSS	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
SSSS	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
BBSS	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
SSSS	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
BBBB	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
SSSS	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBSS	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBBB	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBBB	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
BBSS	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
SSSS	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
BBBB	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
BBSS	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
SSSS	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
BBBB	CM043863.1	7940001	7950000	0.0	85	0	1275	2550
BBSS	CM043863.1	7940001	7950000	0.0	85	0	5610	0
SSSS	CM043863.1	7940001	7950000	0.0	85	0	13005	0
SSSS	CM043863.1	7950001	7960000	0.0	934	0	142902	0
BBBB	CM043863.1	7950001	7960000	0.0	934	0	17754	24276
BBSS	CM043863.1	7950001	7960000	0.0011679968853416	934	72	61644	0
BBBB	CM043863.1	7960001	7970000	0.0	519	0	7902	15453
BBSS	CM043863.1	7960001	7970000	0.001050972149238	519	36	34254	0
SSSS	CM043863.1	7960001	7970000	0.0	519	0	79407	0
BBBB	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
BBSS	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
SSSS	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
SSSS	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBSS	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBBB	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBBB	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
BBSS	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
SSSS	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
BBSS	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
SSSS	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
BBBB	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
SSSS	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBSS	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBBB	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBBB	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
BBSS	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
SSSS	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
BBSS	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
BBBB	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
SSSS	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
BBBB	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
BBSS	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
SSSS	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
BBBB	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
BBSS	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
SSSS	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
BBBB	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
BBSS	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
SSSS	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
BBBB	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
BBSS	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
SSSS	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
BBBB	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
BBSS	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
SSSS	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
SSSS	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
BBBB	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
BBSS	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
SSSS	CM043863.1	8100001	8110000	0.0	862	0	128788	3098
BBSS	CM043863.1	8100001	8110000	0.0013946437594744	862	69	49475	7417
BBBB	CM043863.1	8100001	8110000	0.0006596487370475	862	24	36383	2407
SSSS	CM043863.1	8110001	8120000	0.0002259728129597	1311	45	199139	1444
BBBB	CM043863.1	8110001	8120000	0.0007204351428262	1311	40	55522	3473
BBSS	CM043863.1	8110001	8120000	0.0008496281337733	1311	69	81212	5314
BBSS	CM043863.1	8120001	8130000	0.0009907901551487	800	44	44409	8391
SSSS	CM043863.1	8120001	8130000	0.0	800	0	120420	1980
BBBB	CM043863.1	8120001	8130000	0.0020066889632107	800	69	34385	1615
BBBB	CM043863.1	8130001	8140000	0.0	516	0	22642	578
BBSS	CM043863.1	8130001	8140000	0.0	516	0	32523	1533
SSSS	CM043863.1	8130001	8140000	0.0	516	0	78222	726
BBBB	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
SSSS	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
BBSS	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
SSSS	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBSS	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBBB	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBBB	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
BBSS	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
SSSS	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
BBBB	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
BBSS	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
SSSS	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
BBSS	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
BBBB	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
SSSS	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
SSSS	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBBB	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBSS	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBBB	CM043863.1	8200001	8210000	0.0	210	0	8668	782
BBSS	CM043863.1	8200001	8210000	0.0	210	0	13734	126
SSSS	CM043863.1	8200001	8210000	0.0	210	0	32097	33
BBBB	CM043863.1	8210001	8220000	0.0020198310686742	1755	154	76244	2731
BBSS	CM043863.1	8210001	8220000	0.0057020168244693	1755	648	113644	2186
SSSS	CM043863.1	8210001	8220000	0.0008840535548357	1755	235	265821	2694
BBBB	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
BBSS	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
SSSS	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
BBBB	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
BBSS	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
SSSS	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
SSSS	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBSS	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBBB	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBBB	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
BBSS	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
SSSS	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
BBBB	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
BBSS	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
SSSS	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
BBBB	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
BBSS	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
SSSS	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
BBBB	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
BBSS	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
SSSS	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
SSSS	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBSS	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBBB	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBSS	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
SSSS	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
BBBB	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
BBSS	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
SSSS	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
BBBB	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
BBBB	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
BBSS	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
SSSS	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
BBBB	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
BBSS	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
SSSS	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
SSSS	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBBB	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBSS	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBSS	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
SSSS	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
BBBB	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
BBBB	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
BBSS	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
SSSS	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
BBBB	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
BBSS	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
SSSS	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
BBBB	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
BBSS	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
SSSS	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
SSSS	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
BBBB	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
BBSS	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
SSSS	CM043863.1	8400001	8410000	NA	0	NA	NA	NA
BBSS	CM043863.1	8400001	8410000	NA	0	NA	NA	NA
