pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
BBBB	BBSS	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7220001	7230000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7230001	7240000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7240001	7250000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7250001	7260000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7260001	7270000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7270001	7280000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7280001	7290000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7290001	7300000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7300001	7310000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7310001	7320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7320001	7330000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7330001	7340000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7340001	7350000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7350001	7360000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7360001	7370000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7370001	7380000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7380001	7390000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7390001	7400000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7400001	7410000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7410001	7420000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7420001	7430000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7430001	7440000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7440001	7450000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7450001	7460000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7460001	7470000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7470001	7480000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7480001	7490000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7490001	7500000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7500001	7510000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7510001	7520000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7520001	7530000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7530001	7540000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7540001	7550000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7550001	7560000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7560001	7570000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7570001	7580000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7580001	7590000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7590001	7600000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7600001	7610000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7610001	7620000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7620001	7630000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7630001	7640000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7640001	7650000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7650001	7660000	0.0	111	0	9328	3992
BBBB	SSSS	CM043863.1	7650001	7660000	0.0	111	0	15968	4012
BBSS	SSSS	CM043863.1	7650001	7660000	0.0	111	0	20964	3012
BBBB	BBSS	CM043863.1	7660001	7670000	0.0	449	0	44072	9808
BBSS	SSSS	CM043863.1	7660001	7670000	0.0	449	0	93568	3416
BBBB	SSSS	CM043863.1	7660001	7670000	0.0	449	0	66644	14176
BBBB	BBSS	CM043863.1	7670001	7680000	0.0028967515001034	349	112	38664	3216
BBBB	SSSS	CM043863.1	7670001	7680000	0.0049450549450549	349	288	58240	4580
BBSS	SSSS	CM043863.1	7670001	7680000	0.0024373070465254	349	180	73852	1532
BBBB	BBSS	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7680001	7690000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7690001	7700000	0.0	177	0	30756	1104
BBSS	SSSS	CM043863.1	7690001	7700000	0.0	177	0	38040	192
BBBB	BBSS	CM043863.1	7690001	7700000	0.0	177	0	20592	648
BBSS	SSSS	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7700001	7710000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7710001	7720000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7720001	7730000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7730001	7740000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7740001	7750000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7750001	7760000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7760001	7770000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7770001	7780000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7780001	7790000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7790001	7800000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7800001	7810000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7810001	7820000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7820001	7830000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7830001	7840000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7840001	7850000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7850001	7860000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7860001	7870000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7870001	7880000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7880001	7890000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7890001	7900000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7900001	7910000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7910001	7920000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7920001	7930000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7930001	7940000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7940001	7950000	0.0	85	0	6120	4080
BBBB	SSSS	CM043863.1	7940001	7950000	0.0	85	0	9180	6120
BBSS	SSSS	CM043863.1	7940001	7950000	0.0	85	0	18360	0
BBSS	SSSS	CM043863.1	7950001	7960000	0.0010706638115631	934	216	201744	0
BBBB	BBSS	CM043863.1	7950001	7960000	0.0009708737864077	934	72	74160	37920
BBBB	SSSS	CM043863.1	7950001	7960000	0.0019417475728155	934	216	111240	56880
BBBB	BBSS	CM043863.1	7960001	7970000	0.0009578544061302	519	36	37584	24696
BBBB	SSSS	CM043863.1	7960001	7970000	0.0019157088122605	519	108	56376	37044
BBSS	SSSS	CM043863.1	7960001	7970000	0.0009633911368015	519	108	112104	0
BBBB	BBSS	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7970001	7980000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7980001	7990000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	7990001	8000000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8000001	8010000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8010001	8020000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8020001	8030000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8030001	8040000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8040001	8050000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8050001	8060000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8060001	8070000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8070001	8080000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8080001	8090000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8090001	8100000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8100001	8110000	0.0011121517209084	862	190	170840	15352
BBBB	SSSS	CM043863.1	8100001	8110000	0.0014041530526827	862	208	148132	7028
BBBB	BBSS	CM043863.1	8100001	8110000	0.0011417000560079	862	106	92844	10596
BBSS	SSSS	CM043863.1	8110001	8120000	0.000725327862847	1311	198	272980	10196
BBBB	BBSS	CM043863.1	8110001	8120000	0.0010988116555428	1311	162	147432	9888
BBBB	SSSS	CM043863.1	8110001	8120000	0.0011328907155653	1311	258	227736	8244
BBBB	SSSS	CM043863.1	8120001	8130000	0.0018367054096714	800	256	139380	4620
BBSS	SSSS	CM043863.1	8120001	8130000	0.0006874952257275	800	108	157092	15708
BBBB	BBSS	CM043863.1	8120001	8130000	0.0019526709749407	800	168	86036	9964
BBBB	BBSS	CM043863.1	8130001	8140000	0.0	516	0	59776	2144
BBBB	SSSS	CM043863.1	8130001	8140000	0.0	516	0	91220	1660
BBSS	SSSS	CM043863.1	8130001	8140000	0.0	516	0	108300	3156
BBBB	BBSS	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8140001	8150000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8150001	8160000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8160001	8170000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8170001	8180000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8180001	8190000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8190001	8200000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8200001	8210000	0.0	210	0	23980	1220
BBBB	SSSS	CM043863.1	8200001	8210000	0.0	210	0	36124	1676
BBSS	SSSS	CM043863.1	8200001	8210000	0.0	210	0	45124	236
BBBB	BBSS	CM043863.1	8210001	8220000	0.0061034057786732	1755	1248	204476	6124
BBBB	SSSS	CM043863.1	8210001	8220000	0.0100138793405367	1755	3088	308372	7528
BBSS	SSSS	CM043863.1	8210001	8220000	0.005603591441398	1755	2092	373332	5748
BBBB	BBSS	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8220001	8230000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8230001	8240000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8240001	8250000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8250001	8260000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8260001	8270000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8270001	8280000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8280001	8290000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8290001	8300000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8300001	8310000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8310001	8320000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8320001	8330000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8330001	8340000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8340001	8350000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8350001	8360000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8360001	8370000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8370001	8380000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8380001	8390000	NA	0	NA	NA	NA
BBSS	SSSS	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
BBBB	BBSS	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
BBBB	SSSS	CM043863.1	8390001	8400000	NA	0	NA	NA	NA
