pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
WWLL	chr19	26230001	26240000	NA	0	NA	NA	NA
CCPP	chr19	26240001	26250000	NA	0	NA	NA	NA
WWLL	chr19	26240001	26250000	NA	0	NA	NA	NA
PPLL	chr19	26240001	26250000	NA	0	NA	NA	NA
CCPP	chr19	26250001	26260000	NA	0	NA	NA	NA
PPLL	chr19	26250001	26260000	NA	0	NA	NA	NA
WWLL	chr19	26250001	26260000	NA	0	NA	NA	NA
WWLL	chr19	26260001	26270000	NA	0	NA	NA	NA
CCPP	chr19	26260001	26270000	NA	0	NA	NA	NA
PPLL	chr19	26260001	26270000	NA	0	NA	NA	NA
WWLL	chr19	26270001	26280000	NA	0	NA	NA	NA
PPLL	chr19	26270001	26280000	NA	0	NA	NA	NA
CCPP	chr19	26270001	26280000	NA	0	NA	NA	NA
WWLL	chr19	26280001	26290000	NA	0	NA	NA	NA
PPLL	chr19	26280001	26290000	NA	0	NA	NA	NA
CCPP	chr19	26280001	26290000	NA	0	NA	NA	NA
PPLL	chr19	26290001	26300000	NA	0	NA	NA	NA
CCPP	chr19	26290001	26300000	NA	0	NA	NA	NA
WWLL	chr19	26290001	26300000	NA	0	NA	NA	NA
CCPP	chr19	26300001	26310000	NA	0	NA	NA	NA
PPLL	chr19	26300001	26310000	NA	0	NA	NA	NA
WWLL	chr19	26300001	26310000	NA	0	NA	NA	NA
WWLL	chr19	26310001	26320000	NA	0	NA	NA	NA
CCPP	chr19	26310001	26320000	NA	0	NA	NA	NA
PPLL	chr19	26310001	26320000	NA	0	NA	NA	NA
CCPP	chr19	26320001	26330000	NA	0	NA	NA	NA
PPLL	chr19	26320001	26330000	NA	0	NA	NA	NA
WWLL	chr19	26320001	26330000	NA	0	NA	NA	NA
CCPP	chr19	26330001	26340000	NA	0	NA	NA	NA
PPLL	chr19	26330001	26340000	NA	0	NA	NA	NA
WWLL	chr19	26330001	26340000	NA	0	NA	NA	NA
WWLL	chr19	26340001	26350000	NA	0	NA	NA	NA
CCPP	chr19	26340001	26350000	NA	0	NA	NA	NA
PPLL	chr19	26340001	26350000	NA	0	NA	NA	NA
WWLL	chr19	26350001	26360000	NA	0	NA	NA	NA
CCPP	chr19	26350001	26360000	NA	0	NA	NA	NA
PPLL	chr19	26350001	26360000	NA	0	NA	NA	NA
CCPP	chr19	26360001	26370000	NA	0	NA	NA	NA
PPLL	chr19	26360001	26370000	NA	0	NA	NA	NA
WWLL	chr19	26360001	26370000	NA	0	NA	NA	NA
CCPP	chr19	26370001	26380000	NA	0	NA	NA	NA
PPLL	chr19	26370001	26380000	NA	0	NA	NA	NA
WWLL	chr19	26370001	26380000	NA	0	NA	NA	NA
CCPP	chr19	26380001	26390000	NA	0	NA	NA	NA
PPLL	chr19	26380001	26390000	NA	0	NA	NA	NA
WWLL	chr19	26380001	26390000	NA	0	NA	NA	NA
WWLL	chr19	26390001	26400000	NA	0	NA	NA	NA
PPLL	chr19	26390001	26400000	NA	0	NA	NA	NA
CCPP	chr19	26390001	26400000	NA	0	NA	NA	NA
CCPP	chr19	26400001	26410000	NA	0	NA	NA	NA
PPLL	chr19	26400001	26410000	NA	0	NA	NA	NA
WWLL	chr19	26400001	26410000	NA	0	NA	NA	NA
CCPP	chr19	26410001	26420000	NA	0	NA	NA	NA
PPLL	chr19	26410001	26420000	NA	0	NA	NA	NA
WWLL	chr19	26410001	26420000	NA	0	NA	NA	NA
CCPP	chr19	26420001	26430000	NA	0	NA	NA	NA
PPLL	chr19	26420001	26430000	NA	0	NA	NA	NA
WWLL	chr19	26420001	26430000	NA	0	NA	NA	NA
PPLL	chr19	26430001	26440000	NA	0	NA	NA	NA
WWLL	chr19	26430001	26440000	NA	0	NA	NA	NA
CCPP	chr19	26430001	26440000	NA	0	NA	NA	NA
CCPP	chr19	26440001	26450000	NA	0	NA	NA	NA
PPLL	chr19	26440001	26450000	NA	0	NA	NA	NA
WWLL	chr19	26440001	26450000	NA	0	NA	NA	NA
CCPP	chr19	26450001	26460000	NA	0	NA	NA	NA
PPLL	chr19	26450001	26460000	NA	0	NA	NA	NA
WWLL	chr19	26450001	26460000	NA	0	NA	NA	NA
CCPP	chr19	26460001	26470000	NA	0	NA	NA	NA
PPLL	chr19	26460001	26470000	NA	0	NA	NA	NA
WWLL	chr19	26460001	26470000	NA	0	NA	NA	NA
WWLL	chr19	26470001	26480000	NA	0	NA	NA	NA
PPLL	chr19	26470001	26480000	NA	0	NA	NA	NA
CCPP	chr19	26470001	26480000	NA	0	NA	NA	NA
CCPP	chr19	26480001	26490000	NA	0	NA	NA	NA
PPLL	chr19	26480001	26490000	NA	0	NA	NA	NA
WWLL	chr19	26480001	26490000	NA	0	NA	NA	NA
CCPP	chr19	26490001	26500000	NA	0	NA	NA	NA
PPLL	chr19	26490001	26500000	NA	0	NA	NA	NA
WWLL	chr19	26490001	26500000	NA	0	NA	NA	NA
CCPP	chr19	26500001	26510000	NA	0	NA	NA	NA
PPLL	chr19	26500001	26510000	NA	0	NA	NA	NA
WWLL	chr19	26500001	26510000	NA	0	NA	NA	NA
PPLL	chr19	26510001	26520000	NA	0	NA	NA	NA
WWLL	chr19	26510001	26520000	NA	0	NA	NA	NA
CCPP	chr19	26510001	26520000	NA	0	NA	NA	NA
WWLL	chr19	26520001	26530000	NA	0	NA	NA	NA
PPLL	chr19	26520001	26530000	NA	0	NA	NA	NA
CCPP	chr19	26520001	26530000	NA	0	NA	NA	NA
CCPP	chr19	26530001	26540000	NA	0	NA	NA	NA
PPLL	chr19	26530001	26540000	NA	0	NA	NA	NA
WWLL	chr19	26530001	26540000	NA	0	NA	NA	NA
CCPP	chr19	26540001	26550000	NA	0	NA	NA	NA
PPLL	chr19	26540001	26550000	NA	0	NA	NA	NA
WWLL	chr19	26540001	26550000	NA	0	NA	NA	NA
CCPP	chr19	26550001	26560000	NA	0	NA	NA	NA
PPLL	chr19	26550001	26560000	NA	0	NA	NA	NA
WWLL	chr19	26550001	26560000	NA	0	NA	NA	NA
WWLL	chr19	26560001	26570000	NA	0	NA	NA	NA
PPLL	chr19	26560001	26570000	NA	0	NA	NA	NA
CCPP	chr19	26560001	26570000	NA	0	NA	NA	NA
CCPP	chr19	26570001	26580000	NA	0	NA	NA	NA
PPLL	chr19	26570001	26580000	NA	0	NA	NA	NA
WWLL	chr19	26570001	26580000	NA	0	NA	NA	NA
CCPP	chr19	26580001	26590000	NA	0	NA	NA	NA
PPLL	chr19	26580001	26590000	NA	0	NA	NA	NA
WWLL	chr19	26580001	26590000	NA	0	NA	NA	NA
CCPP	chr19	26590001	26600000	NA	0	NA	NA	NA
PPLL	chr19	26590001	26600000	NA	0	NA	NA	NA
WWLL	chr19	26590001	26600000	NA	0	NA	NA	NA
PPLL	chr19	26600001	26610000	NA	0	NA	NA	NA
WWLL	chr19	26600001	26610000	NA	0	NA	NA	NA
CCPP	chr19	26600001	26610000	NA	0	NA	NA	NA
CCPP	chr19	26610001	26620000	NA	0	NA	NA	NA
PPLL	chr19	26610001	26620000	NA	0	NA	NA	NA
WWLL	chr19	26610001	26620000	NA	0	NA	NA	NA
CCPP	chr19	26620001	26630000	NA	0	NA	NA	NA
PPLL	chr19	26620001	26630000	NA	0	NA	NA	NA
WWLL	chr19	26620001	26630000	NA	0	NA	NA	NA
CCPP	chr19	26630001	26640000	NA	0	NA	NA	NA
PPLL	chr19	26630001	26640000	NA	0	NA	NA	NA
WWLL	chr19	26630001	26640000	NA	0	NA	NA	NA
WWLL	chr19	26640001	26650000	NA	0	NA	NA	NA
PPLL	chr19	26640001	26650000	NA	0	NA	NA	NA
CCPP	chr19	26640001	26650000	NA	0	NA	NA	NA
CCPP	chr19	26650001	26660000	0.0	22	0	616	374
PPLL	chr19	26650001	26660000	0.0	22	0	2002	0
WWLL	chr19	26650001	26660000	0.0	22	0	2002	0
CCPP	chr19	26660001	26670000	0.0	25	0	700	425
PPLL	chr19	26660001	26670000	0.0	25	0	2275	0
WWLL	chr19	26660001	26670000	0.0	25	0	2275	0
CCPP	chr19	26670001	26680000	0.0	70	0	2504	646
PPLL	chr19	26670001	26680000	0.0	70	0	6370	0
WWLL	chr19	26670001	26680000	0.0	70	0	6095	275
PPLL	chr19	26680001	26690000	0.0	38	0	3458	0
WWLL	chr19	26680001	26690000	0.0	38	0	3458	0
CCPP	chr19	26680001	26690000	0.0	38	0	1064	646
PPLL	chr19	26690001	26700000	0.0	59	0	4469	900
WWLL	chr19	26690001	26700000	0.0	59	0	5244	125
CCPP	chr19	26690001	26700000	0.0	59	0	2655	0
WWLL	chr19	26700001	26710000	0.0	31	0	2821	0
PPLL	chr19	26700001	26710000	0.0	31	0	2771	50
CCPP	chr19	26700001	26710000	0.0	31	0	1395	0
CCPP	chr19	26710001	26720000	0.0	23	0	933	102
PPLL	chr19	26710001	26720000	0.0	23	0	2093	0
WWLL	chr19	26710001	26720000	0.0	23	0	2043	50
CCPP	chr19	26720001	26730000	0.0	26	0	830	340
PPLL	chr19	26720001	26730000	0.0	26	0	2216	150
WWLL	chr19	26720001	26730000	0.0	26	0	2366	0
CCPP	chr19	26730001	26740000	NA	0	NA	NA	NA
PPLL	chr19	26730001	26740000	NA	0	NA	NA	NA
WWLL	chr19	26730001	26740000	NA	0	NA	NA	NA
CCPP	chr19	26740001	26750000	NA	0	NA	NA	NA
PPLL	chr19	26740001	26750000	NA	0	NA	NA	NA
WWLL	chr19	26740001	26750000	NA	0	NA	NA	NA
PPLL	chr19	26750001	26760000	0.0	22	0	2002	0
WWLL	chr19	26750001	26760000	0.0	22	0	2002	0
CCPP	chr19	26750001	26760000	0.0	22	0	786	204
CCPP	chr19	26760001	26770000	NA	0	NA	NA	NA
PPLL	chr19	26760001	26770000	NA	0	NA	NA	NA
WWLL	chr19	26760001	26770000	NA	0	NA	NA	NA
CCPP	chr19	26770001	26780000	0.0	198	0	7465	1445
PPLL	chr19	26770001	26780000	0.0	198	0	17693	325
WWLL	chr19	26770001	26780000	0.0	198	0	17718	300
CCPP	chr19	26780001	26790000	NA	0	NA	NA	NA
PPLL	chr19	26780001	26790000	NA	0	NA	NA	NA
WWLL	chr19	26780001	26790000	NA	0	NA	NA	NA
WWLL	chr19	26790001	26800000	NA	0	NA	NA	NA
PPLL	chr19	26790001	26800000	NA	0	NA	NA	NA
CCPP	chr19	26790001	26800000	NA	0	NA	NA	NA
PPLL	chr19	26800001	26810000	NA	0	NA	NA	NA
CCPP	chr19	26800001	26810000	NA	0	NA	NA	NA
WWLL	chr19	26800001	26810000	NA	0	NA	NA	NA
CCPP	chr19	26810001	26820000	NA	0	NA	NA	NA
PPLL	chr19	26810001	26820000	NA	0	NA	NA	NA
WWLL	chr19	26810001	26820000	NA	0	NA	NA	NA
CCPP	chr19	26820001	26830000	NA	0	NA	NA	NA
PPLL	chr19	26820001	26830000	NA	0	NA	NA	NA
WWLL	chr19	26820001	26830000	NA	0	NA	NA	NA
WWLL	chr19	26830001	26840000	NA	0	NA	NA	NA
CCPP	chr19	26830001	26840000	NA	0	NA	NA	NA
PPLL	chr19	26830001	26840000	NA	0	NA	NA	NA
PPLL	chr19	26840001	26850000	NA	0	NA	NA	NA
WWLL	chr19	26840001	26850000	NA	0	NA	NA	NA
CCPP	chr19	26840001	26850000	NA	0	NA	NA	NA
CCPP	chr19	26850001	26860000	NA	0	NA	NA	NA
PPLL	chr19	26850001	26860000	NA	0	NA	NA	NA
WWLL	chr19	26850001	26860000	NA	0	NA	NA	NA
CCPP	chr19	26860001	26870000	NA	0	NA	NA	NA
PPLL	chr19	26860001	26870000	NA	0	NA	NA	NA
WWLL	chr19	26860001	26870000	NA	0	NA	NA	NA
CCPP	chr19	26870001	26880000	NA	0	NA	NA	NA
PPLL	chr19	26870001	26880000	NA	0	NA	NA	NA
WWLL	chr19	26870001	26880000	NA	0	NA	NA	NA
CCPP	chr19	26880001	26890000	NA	0	NA	NA	NA
PPLL	chr19	26880001	26890000	NA	0	NA	NA	NA
WWLL	chr19	26880001	26890000	NA	0	NA	NA	NA
CCPP	chr19	26890001	26900000	NA	0	NA	NA	NA
WWLL	chr19	26890001	26900000	NA	0	NA	NA	NA
PPLL	chr19	26890001	26900000	NA	0	NA	NA	NA
CCPP	chr19	26900001	26910000	NA	0	NA	NA	NA
PPLL	chr19	26900001	26910000	NA	0	NA	NA	NA
WWLL	chr19	26900001	26910000	NA	0	NA	NA	NA
WWLL	chr19	26910001	26920000	NA	0	NA	NA	NA
PPLL	chr19	26910001	26920000	NA	0	NA	NA	NA
CCPP	chr19	26910001	26920000	NA	0	NA	NA	NA
PPLL	chr19	26920001	26930000	NA	0	NA	NA	NA
WWLL	chr19	26920001	26930000	NA	0	NA	NA	NA
CCPP	chr19	26920001	26930000	NA	0	NA	NA	NA
CCPP	chr19	26930001	26940000	NA	0	NA	NA	NA
PPLL	chr19	26930001	26940000	NA	0	NA	NA	NA
WWLL	chr19	26930001	26940000	NA	0	NA	NA	NA
CCPP	chr19	26940001	26950000	NA	0	NA	NA	NA
WWLL	chr19	26940001	26950000	NA	0	NA	NA	NA
PPLL	chr19	26940001	26950000	NA	0	NA	NA	NA
CCPP	chr19	26950001	26960000	NA	0	NA	NA	NA
WWLL	chr19	26950001	26960000	NA	0	NA	NA	NA
PPLL	chr19	26950001	26960000	NA	0	NA	NA	NA
CCPP	chr19	26960001	26970000	NA	0	NA	NA	NA
PPLL	chr19	26960001	26970000	NA	0	NA	NA	NA
WWLL	chr19	26960001	26970000	NA	0	NA	NA	NA
CCPP	chr19	26970001	26980000	NA	0	NA	NA	NA
PPLL	chr19	26970001	26980000	NA	0	NA	NA	NA
WWLL	chr19	26970001	26980000	NA	0	NA	NA	NA
CCPP	chr19	26980001	26990000	NA	0	NA	NA	NA
PPLL	chr19	26980001	26990000	NA	0	NA	NA	NA
WWLL	chr19	26980001	26990000	NA	0	NA	NA	NA
PPLL	chr19	26990001	27000000	NA	0	NA	NA	NA
CCPP	chr19	26990001	27000000	NA	0	NA	NA	NA
WWLL	chr19	26990001	27000000	NA	0	NA	NA	NA
CCPP	chr19	27000001	27010000	NA	0	NA	NA	NA
WWLL	chr19	27000001	27010000	NA	0	NA	NA	NA
PPLL	chr19	27000001	27010000	NA	0	NA	NA	NA
CCPP	chr19	27010001	27020000	NA	0	NA	NA	NA
WWLL	chr19	27010001	27020000	NA	0	NA	NA	NA
PPLL	chr19	27010001	27020000	NA	0	NA	NA	NA
CCPP	chr19	27020001	27030000	NA	0	NA	NA	NA
PPLL	chr19	27020001	27030000	NA	0	NA	NA	NA
WWLL	chr19	27020001	27030000	NA	0	NA	NA	NA
CCPP	chr19	27030001	27040000	NA	0	NA	NA	NA
PPLL	chr19	27030001	27040000	NA	0	NA	NA	NA
WWLL	chr19	27030001	27040000	NA	0	NA	NA	NA
CCPP	chr19	27040001	27050000	NA	0	NA	NA	NA
PPLL	chr19	27040001	27050000	NA	0	NA	NA	NA
WWLL	chr19	27040001	27050000	NA	0	NA	NA	NA
CCPP	chr19	27050001	27060000	NA	0	NA	NA	NA
PPLL	chr19	27050001	27060000	NA	0	NA	NA	NA
WWLL	chr19	27050001	27060000	NA	0	NA	NA	NA
PPLL	chr19	27060001	27070000	NA	0	NA	NA	NA
WWLL	chr19	27060001	27070000	NA	0	NA	NA	NA
CCPP	chr19	27060001	27070000	NA	0	NA	NA	NA
CCPP	chr19	27070001	27080000	NA	0	NA	NA	NA
PPLL	chr19	27070001	27080000	NA	0	NA	NA	NA
WWLL	chr19	27070001	27080000	NA	0	NA	NA	NA
CCPP	chr19	27080001	27090000	NA	0	NA	NA	NA
PPLL	chr19	27080001	27090000	NA	0	NA	NA	NA
WWLL	chr19	27080001	27090000	NA	0	NA	NA	NA
CCPP	chr19	27090001	27100000	NA	0	NA	NA	NA
PPLL	chr19	27090001	27100000	NA	0	NA	NA	NA
WWLL	chr19	27090001	27100000	NA	0	NA	NA	NA
PPLL	chr19	27100001	27110000	NA	0	NA	NA	NA
WWLL	chr19	27100001	27110000	NA	0	NA	NA	NA
CCPP	chr19	27100001	27110000	NA	0	NA	NA	NA
WWLL	chr19	27110001	27120000	NA	0	NA	NA	NA
PPLL	chr19	27110001	27120000	NA	0	NA	NA	NA
CCPP	chr19	27110001	27120000	NA	0	NA	NA	NA
CCPP	chr19	27120001	27130000	NA	0	NA	NA	NA
PPLL	chr19	27120001	27130000	NA	0	NA	NA	NA
WWLL	chr19	27120001	27130000	NA	0	NA	NA	NA
WWLL	chr19	27130001	27140000	NA	0	NA	NA	NA
PPLL	chr19	27130001	27140000	NA	0	NA	NA	NA
CCPP	chr19	27130001	27140000	NA	0	NA	NA	NA
WWLL	chr19	27140001	27150000	NA	0	NA	NA	NA
PPLL	chr19	27140001	27150000	NA	0	NA	NA	NA
CCPP	chr19	27140001	27150000	NA	0	NA	NA	NA
WWLL	chr19	27150001	27160000	NA	0	NA	NA	NA
PPLL	chr19	27150001	27160000	NA	0	NA	NA	NA
CCPP	chr19	27150001	27160000	NA	0	NA	NA	NA
WWLL	chr19	27160001	27170000	NA	0	NA	NA	NA
CCPP	chr19	27160001	27170000	NA	0	NA	NA	NA
PPLL	chr19	27160001	27170000	NA	0	NA	NA	NA
WWLL	chr19	27170001	27180000	NA	0	NA	NA	NA
PPLL	chr19	27170001	27180000	NA	0	NA	NA	NA
CCPP	chr19	27170001	27180000	NA	0	NA	NA	NA
PPLL	chr19	27180001	27190000	NA	0	NA	NA	NA
WWLL	chr19	27180001	27190000	NA	0	NA	NA	NA
CCPP	chr19	27180001	27190000	NA	0	NA	NA	NA
PPLL	chr19	27190001	27200000	NA	0	NA	NA	NA
CCPP	chr19	27190001	27200000	NA	0	NA	NA	NA
WWLL	chr19	27190001	27200000	NA	0	NA	NA	NA
CCPP	chr19	27200001	27210000	NA	0	NA	NA	NA
PPLL	chr19	27200001	27210000	NA	0	NA	NA	NA
WWLL	chr19	27200001	27210000	NA	0	NA	NA	NA
CCPP	chr19	27210001	27220000	NA	0	NA	NA	NA
PPLL	chr19	27210001	27220000	NA	0	NA	NA	NA
WWLL	chr19	27210001	27220000	NA	0	NA	NA	NA
CCPP	chr19	27220001	27230000	NA	0	NA	NA	NA
PPLL	chr19	27220001	27230000	NA	0	NA	NA	NA
WWLL	chr19	27220001	27230000	NA	0	NA	NA	NA
WWLL	chr19	27230001	27240000	NA	0	NA	NA	NA
CCPP	chr19	27230001	27240000	NA	0	NA	NA	NA
PPLL	chr19	27230001	27240000	NA	0	NA	NA	NA
PPLL	chr19	27240001	27250000	NA	0	NA	NA	NA
WWLL	chr19	27240001	27250000	NA	0	NA	NA	NA
CCPP	chr19	27240001	27250000	NA	0	NA	NA	NA
CCPP	chr19	27250001	27260000	NA	0	NA	NA	NA
PPLL	chr19	27250001	27260000	NA	0	NA	NA	NA
WWLL	chr19	27250001	27260000	NA	0	NA	NA	NA
CCPP	chr19	27260001	27270000	NA	0	NA	NA	NA
PPLL	chr19	27260001	27270000	NA	0	NA	NA	NA
WWLL	chr19	27260001	27270000	NA	0	NA	NA	NA
WWLL	chr19	27270001	27280000	NA	0	NA	NA	NA
PPLL	chr19	27270001	27280000	NA	0	NA	NA	NA
CCPP	chr19	27270001	27280000	NA	0	NA	NA	NA
CCPP	chr19	27280001	27290000	NA	0	NA	NA	NA
PPLL	chr19	27280001	27290000	NA	0	NA	NA	NA
WWLL	chr19	27280001	27290000	NA	0	NA	NA	NA
CCPP	chr19	27290001	27300000	NA	0	NA	NA	NA
PPLL	chr19	27290001	27300000	NA	0	NA	NA	NA
WWLL	chr19	27290001	27300000	NA	0	NA	NA	NA
PPLL	chr19	27300001	27310000	NA	0	NA	NA	NA
CCPP	chr19	27300001	27310000	NA	0	NA	NA	NA
WWLL	chr19	27300001	27310000	NA	0	NA	NA	NA
WWLL	chr19	27310001	27320000	NA	0	NA	NA	NA
PPLL	chr19	27310001	27320000	NA	0	NA	NA	NA
CCPP	chr19	27310001	27320000	NA	0	NA	NA	NA
WWLL	chr19	27320001	27330000	NA	0	NA	NA	NA
PPLL	chr19	27320001	27330000	NA	0	NA	NA	NA
CCPP	chr19	27320001	27330000	NA	0	NA	NA	NA
WWLL	chr19	27330001	27340000	NA	0	NA	NA	NA
PPLL	chr19	27330001	27340000	NA	0	NA	NA	NA
CCPP	chr19	27330001	27340000	NA	0	NA	NA	NA
WWLL	chr19	27340001	27350000	NA	0	NA	NA	NA
PPLL	chr19	27340001	27350000	NA	0	NA	NA	NA
CCPP	chr19	27340001	27350000	NA	0	NA	NA	NA
WWLL	chr19	27350001	27360000	NA	0	NA	NA	NA
PPLL	chr19	27350001	27360000	NA	0	NA	NA	NA
CCPP	chr19	27350001	27360000	NA	0	NA	NA	NA
WWLL	chr19	27360001	27370000	NA	0	NA	NA	NA
CCPP	chr19	27360001	27370000	NA	0	NA	NA	NA
PPLL	chr19	27360001	27370000	NA	0	NA	NA	NA
PPLL	chr19	27370001	27380000	NA	0	NA	NA	NA
WWLL	chr19	27370001	27380000	NA	0	NA	NA	NA
CCPP	chr19	27370001	27380000	NA	0	NA	NA	NA
CCPP	chr19	27380001	27390000	NA	0	NA	NA	NA
PPLL	chr19	27380001	27390000	NA	0	NA	NA	NA
WWLL	chr19	27380001	27390000	NA	0	NA	NA	NA
CCPP	chr19	27390001	27400000	0.0	197	0	8763	102
PPLL	chr19	27390001	27400000	0.0	197	0	16477	1450
WWLL	chr19	27390001	27400000	0.0	197	0	16852	1075
CCPP	chr19	27400001	27410000	NA	0	NA	NA	NA
PPLL	chr19	27400001	27410000	NA	0	NA	NA	NA
WWLL	chr19	27400001	27410000	NA	0	NA	NA	NA
PPLL	chr19	27410001	27420000	0.0	207	0	17787	1050
CCPP	chr19	27410001	27420000	0.0	207	0	9230	85
WWLL	chr19	27410001	27420000	0.0	207	0	18262	575
PPLL	chr19	27420001	27430000	0.0	390	0	31790	3700
WWLL	chr19	27420001	27430000	0.0	390	0	35215	275
CCPP	chr19	27420001	27430000	0.0	390	0	15221	2329
CCPP	chr19	27430001	27440000	NA	0	NA	NA	NA
PPLL	chr19	27430001	27440000	NA	0	NA	NA	NA
WWLL	chr19	27430001	27440000	NA	0	NA	NA	NA
CCPP	chr19	27440001	27450000	NA	0	NA	NA	NA
PPLL	chr19	27440001	27450000	NA	0	NA	NA	NA
WWLL	chr19	27440001	27450000	NA	0	NA	NA	NA
CCPP	chr19	27450001	27460000	NA	0	NA	NA	NA
PPLL	chr19	27450001	27460000	NA	0	NA	NA	NA
WWLL	chr19	27450001	27460000	NA	0	NA	NA	NA
CCPP	chr19	27460001	27470000	NA	0	NA	NA	NA
PPLL	chr19	27460001	27470000	NA	0	NA	NA	NA
WWLL	chr19	27460001	27470000	NA	0	NA	NA	NA
WWLL	chr19	27470001	27480000	NA	0	NA	NA	NA
PPLL	chr19	27470001	27480000	NA	0	NA	NA	NA
CCPP	chr19	27470001	27480000	NA	0	NA	NA	NA
WWLL	chr19	27480001	27490000	NA	0	NA	NA	NA
PPLL	chr19	27480001	27490000	NA	0	NA	NA	NA
CCPP	chr19	27480001	27490000	NA	0	NA	NA	NA
WWLL	chr19	27490001	27500000	NA	0	NA	NA	NA
PPLL	chr19	27490001	27500000	NA	0	NA	NA	NA
CCPP	chr19	27490001	27500000	NA	0	NA	NA	NA
PPLL	chr19	27500001	27510000	NA	0	NA	NA	NA
CCPP	chr19	27500001	27510000	NA	0	NA	NA	NA
WWLL	chr19	27500001	27510000	NA	0	NA	NA	NA
CCPP	chr19	27510001	27520000	NA	0	NA	NA	NA
PPLL	chr19	27510001	27520000	NA	0	NA	NA	NA
WWLL	chr19	27510001	27520000	NA	0	NA	NA	NA
CCPP	chr19	27520001	27530000	NA	0	NA	NA	NA
PPLL	chr19	27520001	27530000	NA	0	NA	NA	NA
WWLL	chr19	27520001	27530000	NA	0	NA	NA	NA
CCPP	chr19	27530001	27540000	NA	0	NA	NA	NA
PPLL	chr19	27530001	27540000	NA	0	NA	NA	NA
WWLL	chr19	27530001	27540000	NA	0	NA	NA	NA
CCPP	chr19	27540001	27550000	NA	0	NA	NA	NA
WWLL	chr19	27540001	27550000	NA	0	NA	NA	NA
PPLL	chr19	27540001	27550000	NA	0	NA	NA	NA
WWLL	chr19	27550001	27560000	NA	0	NA	NA	NA
PPLL	chr19	27550001	27560000	NA	0	NA	NA	NA
CCPP	chr19	27550001	27560000	NA	0	NA	NA	NA
CCPP	chr19	27560001	27570000	NA	0	NA	NA	NA
WWLL	chr19	27560001	27570000	NA	0	NA	NA	NA
PPLL	chr19	27560001	27570000	NA	0	NA	NA	NA
CCPP	chr19	27570001	27580000	NA	0	NA	NA	NA
WWLL	chr19	27570001	27580000	NA	0	NA	NA	NA
PPLL	chr19	27570001	27580000	NA	0	NA	NA	NA
WWLL	chr19	27580001	27590000	NA	0	NA	NA	NA
PPLL	chr19	27580001	27590000	NA	0	NA	NA	NA
CCPP	chr19	27580001	27590000	NA	0	NA	NA	NA
WWLL	chr19	27590001	27600000	NA	0	NA	NA	NA
PPLL	chr19	27590001	27600000	NA	0	NA	NA	NA
CCPP	chr19	27590001	27600000	NA	0	NA	NA	NA
CCPP	chr19	27600001	27610000	NA	0	NA	NA	NA
PPLL	chr19	27600001	27610000	NA	0	NA	NA	NA
WWLL	chr19	27600001	27610000	NA	0	NA	NA	NA
CCPP	chr19	27610001	27620000	NA	0	NA	NA	NA
PPLL	chr19	27610001	27620000	NA	0	NA	NA	NA
WWLL	chr19	27610001	27620000	NA	0	NA	NA	NA
PPLL	chr19	27620001	27630000	NA	0	NA	NA	NA
WWLL	chr19	27620001	27630000	NA	0	NA	NA	NA
CCPP	chr19	27620001	27630000	NA	0	NA	NA	NA
CCPP	chr19	27630001	27640000	NA	0	NA	NA	NA
PPLL	chr19	27630001	27640000	NA	0	NA	NA	NA
WWLL	chr19	27630001	27640000	NA	0	NA	NA	NA
CCPP	chr19	27640001	27650000	NA	0	NA	NA	NA
PPLL	chr19	27640001	27650000	NA	0	NA	NA	NA
WWLL	chr19	27640001	27650000	NA	0	NA	NA	NA
PPLL	chr19	27650001	27660000	NA	0	NA	NA	NA
CCPP	chr19	27650001	27660000	NA	0	NA	NA	NA
WWLL	chr19	27650001	27660000	NA	0	NA	NA	NA
CCPP	chr19	27660001	27670000	NA	0	NA	NA	NA
PPLL	chr19	27660001	27670000	NA	0	NA	NA	NA
WWLL	chr19	27660001	27670000	NA	0	NA	NA	NA
PPLL	chr19	27670001	27680000	NA	0	NA	NA	NA
WWLL	chr19	27670001	27680000	NA	0	NA	NA	NA
CCPP	chr19	27670001	27680000	NA	0	NA	NA	NA
PPLL	chr19	27680001	27690000	NA	0	NA	NA	NA
WWLL	chr19	27680001	27690000	NA	0	NA	NA	NA
CCPP	chr19	27680001	27690000	NA	0	NA	NA	NA
WWLL	chr19	27690001	27700000	NA	0	NA	NA	NA
PPLL	chr19	27690001	27700000	NA	0	NA	NA	NA
CCPP	chr19	27690001	27700000	NA	0	NA	NA	NA
CCPP	chr19	27700001	27710000	NA	0	NA	NA	NA
PPLL	chr19	27700001	27710000	NA	0	NA	NA	NA
WWLL	chr19	27700001	27710000	NA	0	NA	NA	NA
CCPP	chr19	27710001	27720000	NA	0	NA	NA	NA
PPLL	chr19	27710001	27720000	NA	0	NA	NA	NA
WWLL	chr19	27710001	27720000	NA	0	NA	NA	NA
CCPP	chr19	27720001	27730000	NA	0	NA	NA	NA
PPLL	chr19	27720001	27730000	NA	0	NA	NA	NA
WWLL	chr19	27720001	27730000	NA	0	NA	NA	NA
CCPP	chr19	27730001	27740000	NA	0	NA	NA	NA
PPLL	chr19	27730001	27740000	NA	0	NA	NA	NA
WWLL	chr19	27730001	27740000	NA	0	NA	NA	NA
