gene_id	chr	start	stop	gene
ENSMUSG00000032026	9	48468512	48480623	Rexo2
ENSMUSG00000042396	9	48488701	48495299	Rbm7
ENSMUSG00000042293	9	48495442	48495972	Gm5617
ENSMUSG00000080401	9	48506964	48507060	Gm23653
ENSMUSG00000032271	9	48591877	48605153	Nnmt
ENSMUSG00000066687	9	48654297	48836222	Zbtb16
ENSMUSG00000111570	9	48896451	48905982	Gm32335
ENSMUSG00000032269	9	48899213	48911099	Htr3a
ENSMUSG00000008590	9	48935008	48964990	Htr3b
ENSMUSG00000032267	9	48985375	49042517	Usp28
ENSMUSG00000105298	9	49047602	49048294	Cldn25-ps
ENSMUSG00000105991	9	49051335	49055465	1700042D02Rik
ENSMUSG00000032264	9	49055613	49078775	Zw10
ENSMUSG00000032268	9	49081260	49117587	Tmprss5
ENSMUSG00000054156	9	49250531	49280594	Gm4894
ENSMUSG00000032259	9	49340627	49408177	Drd2
ENSMUSG00000032257	9	49415194	49427021	Ankk1
ENSMUSG00000040219	9	49436963	49486225	Ttc12
ENSMUSG00000039542	9	49502136	49798925	Ncam1
ENSMUSG00000079564	9	49518288	49572591	Gm11149
ENSMUSG00000094255	9	49825869	49825975	Gm25633
ENSMUSG00000111682	9	49954878	49956554	Gm47543
ENSMUSG00000098012	9	50186043	50187045	Gm8907
ENSMUSG00000111589	9	50215079	50215715	Gm4042
ENSMUSG00000110916	9	50232523	50233182	2310003N18Rik
ENSMUSG00000111359	9	50300784	50301817	Gm39336
ENSMUSG00000058443	9	50344201	50344968	Rpl10-ps3
ENSMUSG00000101304	9	50488795	50507823	Plet1os
ENSMUSG00000032068	9	50494525	50505482	Plet1
ENSMUSG00000032067	9	50521617	50528724	Pts
ENSMUSG00000111654	9	50528767	50533752	Gm47077
ENSMUSG00000032066	9	50533087	50555181	Bco2
ENSMUSG00000039217	9	50554827	50581840	Il18
ENSMUSG00000032065	9	50556819	50561325	Tex12
ENSMUSG00000000171	9	50596357	50603812	Sdhd
ENSMUSG00000039016	9	50603910	50605320	Timm8b
ENSMUSG00000059820	9	50605240	50617464	Nkapd1
ENSMUSG00000000167	9	50617321	50625000	Pih1d2
ENSMUSG00000000168	9	50634633	50659780	Dlat
ENSMUSG00000032064	9	50662752	50739517	Dixdc1
ENSMUSG00000032062	9	50739691	50746536	2310030G06Rik
ENSMUSG00000038086	9	50751078	50752354	Hspb2
ENSMUSG00000032060	9	50751325	50756636	Cryab
ENSMUSG00000037971	9	50762828	50775520	1110032A03Rik
ENSMUSG00000037845	9	50768236	50773348	Fdxacb1
ENSMUSG00000032059	9	50775019	50843542	Alg9
ENSMUSG00000032058	9	50845301	50894229	Ppp2r1b
ENSMUSG00000088708	9	50887950	50888055	Gm25558
ENSMUSG00000037112	9	50892801	51009073	Sik2
ENSMUSG00000060594	9	51054640	51077094	Layn
ENSMUSG00000032056	9	51060901	51119875	Btg4
ENSMUSG00000032057	9	51081115	51102078	4833427G06Rik
ENSMUSG00000065587	9	51103034	51103110	Mir34c
ENSMUSG00000065492	9	51103562	51103645	Mir34b
ENSMUSG00000110266	9	51130307	51165517	Gm32742
ENSMUSG00000032053	9	51213708	51240080	Pou2af1
ENSMUSG00000111862	9	51215733	51219521	Gm47828
ENSMUSG00000079559	9	51270258	51278569	Colca2
ENSMUSG00000044694	9	51278513	51284210	2010007H06Rik
ENSMUSG00000036027	9	51289686	51328917	1810046K07Rik
ENSMUSG00000078308	9	51621425	51655127	Gm47854
ENSMUSG00000111162	9	51622745	51623751	Gm7293
ENSMUSG00000110825	9	51656891	51657461	Gm8959
ENSMUSG00000053199	9	51765337	51853856	Arhgap20
ENSMUSG00000074354	9	51832814	51875886	Arhgap20os
ENSMUSG00000111357	9	51913477	51931661	Gm6980
ENSMUSG00000111836	9	51914427	51927003	4933407I05Rik
ENSMUSG00000032051	9	51943306	51963556	Fdx1
ENSMUSG00000098076	9	52002274	52003281	Gm6981
ENSMUSG00000032050	9	52047173	52088735	Rdx
ENSMUSG00000099213	9	52103689	52103779	Gm27686
ENSMUSG00000035164	9	52111344	52168572	Zc3h12c
ENSMUSG00000099311	9	52115623	52115739	Mir6244
ENSMUSG00000077796	9	52291199	52291331	Gm25562
ENSMUSG00000111561	9	52321896	52349311	Gm47957
ENSMUSG00000111780	9	52399274	52401968	Gm47960
ENSMUSG00000111520	9	52402096	52470346	AC166902.1
ENSMUSG00000111112	9	52404299	52404815	Gm49389
ENSMUSG00000078307	9	52673042	52679780	AI593442
ENSMUSG00000111020	9	52679863	52798774	Gm1715
ENSMUSG00000092965	9	52756908	52757025	Gm22242
ENSMUSG00000110833	9	52764011	52764239	Gm47981
ENSMUSG00000053289	9	53098635	53248053	Ddx10
ENSMUSG00000111693	9	53164188	53164679	Gm47986
ENSMUSG00000032048	9	53264615	53280985	4930510E17Rik
ENSMUSG00000034584	9	53301670	53377514	Exph5
ENSMUSG00000034487	9	53384025	53401867	Kdelc2
ENSMUSG00000098362	9	53400805	53400886	Mir130c
ENSMUSG00000005131	9	53402325	53434402	4930550C14Rik
ENSMUSG00000034218	9	53439149	53536740	Atm
ENSMUSG00000033054	9	53537047	53574342	Npat
ENSMUSG00000032047	9	53580522	53610382	Acat1
ENSMUSG00000032030	9	53614582	53670014	Cul5
ENSMUSG00000064622	9	53639977	53640105	Gm22304
ENSMUSG00000086914	9	53667246	53681265	Gm16124
ENSMUSG00000055069	9	53684110	53706232	Rab39
ENSMUSG00000082465	9	53689534	53690283	Rps6-ps3
ENSMUSG00000111084	9	53746069	53748733	Gm48292
ENSMUSG00000042195	9	53771538	53818154	Slc35f2
ENSMUSG00000042045	9	53850164	53854560	Sln
ENSMUSG00000059830	9	53884084	53884561	Gm16380
ENSMUSG00000041986	9	53911457	53975301	Elmod1
ENSMUSG00000074345	9	54023405	54068388	Tnfaip8l3
ENSMUSG00000111379	9	54043312	54047798	Gm48346
ENSMUSG00000110854	9	54046615	54046783	Gm48345
ENSMUSG00000032274	9	54165937	54268110	Cyp19a1
ENSMUSG00000074343	9	54268578	54301570	Gldnos
ENSMUSG00000046167	9	54286486	54341786	Gldn
ENSMUSG00000041268	9	54365158	54501626	Dmxl2
ENSMUSG00000087801	9	54537185	54537402	Gm25980
ENSMUSG00000046460	9	54538984	54545020	Sh2d7
ENSMUSG00000037493	9	54544794	54560218	Cib2
ENSMUSG00000032279	9	54586334	54604661	Idh3a
ENSMUSG00000032281	9	54604877	54661870	Acsbg1
ENSMUSG00000110867	9	54691136	54691502	Gm7368
ENSMUSG00000032285	9	54698873	54716315	Dnaja4
ENSMUSG00000093441	9	54708313	54708381	Mir5710
ENSMUSG00000061559	9	54714735	54734519	Wdr61
ENSMUSG00000032291	9	54764748	54773110	Crabp1
ENSMUSG00000111686	9	54824661	54825282	Rab7-ps1
ENSMUSG00000032293	9	54863789	54912530	Ireb2
ENSMUSG00000035878	9	54917283	54949924	Hykk
ENSMUSG00000044820	9	54950230	54950998	AY074887
ENSMUSG00000032301	9	54950790	54958030	Psma4
ENSMUSG00000035594	9	54980880	55007779	Chrna5
ENSMUSG00000032303	9	55010111	55026562	Chrna3
ENSMUSG00000035200	9	55028154	55048779	Chrnb4
ENSMUSG00000111050	9	55030783	55039429	Gm47877
ENSMUSG00000111750	9	55054804	55055238	Gm47886
ENSMUSG00000111157	9	55064927	55067463	Gm47887
ENSMUSG00000110793	9	55094326	55095370	Gm7395
ENSMUSG00000032307	9	55148854	55207529	Ube2q2
ENSMUSG00000032309	9	55208925	55224433	Fbxo22
ENSMUSG00000032311	9	55220222	55326844	Nrg4
ENSMUSG00000082744	9	55305288	55306380	Gm15625
ENSMUSG00000032313	9	55326913	55438345	Tmem266
ENSMUSG00000032314	9	55454508	55512243	Etfa
ENSMUSG00000110926	9	55518569	55519289	Gm5917
ENSMUSG00000032318	9	55538672	55546180	Isl2
ENSMUSG00000090270	9	55539549	55540888	Gm17226
ENSMUSG00000034007	9	55549879	55938119	Scaper
ENSMUSG00000064472	9	55555622	55555712	Gm23407
ENSMUSG00000111662	9	55938252	55952409	Gm7435
ENSMUSG00000050702	9	55962589	56010550	4930563M21Rik
ENSMUSG00000110957	9	56021340	56022174	Gm7439
ENSMUSG00000110989	9	56027742	56030169	Gm7444
ENSMUSG00000032320	9	56041845	56061882	Rcn2
ENSMUSG00000032322	9	56089962	56128888	Pstpip1
ENSMUSG00000032324	9	56131725	56165477	Tspan3
ENSMUSG00000074305	9	56201126	56418067	Peak1
ENSMUSG00000076281	9	56223715	56223771	Gm24270
ENSMUSG00000099543	9	56239285	56240751	Gm29322
ENSMUSG00000097111	9	56257890	56267780	Peak1os
ENSMUSG00000102617	9	56263599	56265167	Gm37842
ENSMUSG00000102419	9	56414031	56416066	Gm36940
ENSMUSG00000032329	9	56418609	56496936	Hmg20a
ENSMUSG00000111343	9	56504825	56506661	Gm47175
ENSMUSG00000110821	9	56539905	56540232	Gm47176
ENSMUSG00000111201	9	56543756	56544097	Gm47178
ENSMUSG00000097870	9	56606693	56614473	Gm26868
ENSMUSG00000049556	9	56618475	56796468	Lingo1
ENSMUSG00000111037	9	56798962	56801261	Gm47235
ENSMUSG00000045620	9	56848659	56864679	Odf3l1
ENSMUSG00000032911	9	56865033	56899870	Cspg4
ENSMUSG00000110888	9	56903461	56904996	Gm47237
ENSMUSG00000032733	9	56917193	56928371	Snx33
ENSMUSG00000111629	9	56931631	56933545	4930442G15Rik
ENSMUSG00000110930	9	56932431	56933268	Gm19936
ENSMUSG00000032288	9	56937475	56938398	Imp3
ENSMUSG00000055334	9	56950878	56983206	Snupn
ENSMUSG00000032290	9	56994923	57062807	Ptpn9
ENSMUSG00000074284	9	57056630	57071966	Gm10658
ENSMUSG00000042557	9	57072040	57128366	Sin3a
ENSMUSG00000097334	9	57075216	57076013	2700012I20Rik
ENSMUSG00000086728	9	57099950	57131290	Man2c1os
ENSMUSG00000032295	9	57130690	57142722	Man2c1
ENSMUSG00000032298	9	57142800	57148305	Neil1
ENSMUSG00000032299	9	57155035	57158331	Commd4
ENSMUSG00000100282	9	57175275	57186108	1700041C23Rik
ENSMUSG00000070298	9	57236556	57249864	Trcg1
ENSMUSG00000032300	9	57253117	57262612	1700017B05Rik
ENSMUSG00000111457	9	57328661	57329415	Gm18996
ENSMUSG00000066626	9	57334128	57334754	Gm5121
ENSMUSG00000063849	9	57385095	57440124	Ppcdc
ENSMUSG00000040722	9	57441327	57468060	Scamp5
ENSMUSG00000111380	9	57482976	57483569	D9Wsu149
ENSMUSG00000111414	9	57483810	57485304	Gm18103
ENSMUSG00000074280	9	57483963	57484371	Gm6166
ENSMUSG00000062309	9	57504026	57505448	Rpp25
ENSMUSG00000000088	9	57521274	57532426	Cox5a
ENSMUSG00000097445	9	57531287	57537629	Gm26631
ENSMUSG00000032305	9	57537528	57543184	Fam219b
ENSMUSG00000032306	9	57544256	57552763	Mpi
ENSMUSG00000040188	9	57560943	57588795	Scamp2
ENSMUSG00000032308	9	57589452	57596233	Ulk3
ENSMUSG00000039714	9	57599992	57606281	Cplx3
ENSMUSG00000056271	9	57607085	57620774	Lman1l
ENSMUSG00000032312	9	57626646	57653631	Csk
ENSMUSG00000032310	9	57676937	57683703	Cyp1a2
ENSMUSG00000032315	9	57687928	57703824	Cyp1a1
ENSMUSG00000038957	9	57708540	57752499	Edc3
ENSMUSG00000032316	9	57750624	57765860	Clk3
ENSMUSG00000091908	9	57777865	57834295	Gm17231
ENSMUSG00000004661	9	57790353	57836793	Arid3b
ENSMUSG00000055720	9	57910979	57929968	Ubl7
ENSMUSG00000038264	9	57940112	57962865	Sema7a
ENSMUSG00000097604	9	57998041	58007451	Gm17322
ENSMUSG00000032323	9	58006411	58027023	Cyp11a1
ENSMUSG00000037716	9	58028677	58118823	Ccdc33
ENSMUSG00000086624	9	58032274	58048997	Gm16130
ENSMUSG00000032327	9	58063788	58153996	Stra6
ENSMUSG00000085753	9	58117815	58118989	Gm16131
ENSMUSG00000037206	9	58156268	58204306	Islr
ENSMUSG00000110969	9	58192045	58192192	Gm47174
ENSMUSG00000051243	9	58196297	58204319	Islr2
ENSMUSG00000057818	9	58202897	58208808	1600029O15Rik
ENSMUSG00000036986	9	58218076	58249786	Pml
ENSMUSG00000098886	9	58221150	58221254	Mir6385
ENSMUSG00000032333	9	58253164	58262520	Stoml1
ENSMUSG00000032334	9	58287738	58313186	Loxl1
ENSMUSG00000036244	9	58359704	58370455	Tbc1d21
ENSMUSG00000100487	9	58370504	58374183	1700072B07Rik
ENSMUSG00000097651	9	58455122	58469635	4930461G14Rik
ENSMUSG00000066607	9	58488603	58499780	Insyn1
ENSMUSG00000035914	9	58524298	58555437	Cd276
ENSMUSG00000103486	9	58554799	58555829	Gm10657
ENSMUSG00000032336	9	58582240	58657955	Nptn
ENSMUSG00000074269	9	58652850	58743964	Rec114
ENSMUSG00000093473	9	58695844	58696011	Gm20620
ENSMUSG00000032338	9	58823412	58863175	Hcn4
ENSMUSG00000032340	9	58874687	59036441	Neo1
ENSMUSG00000111846	9	58979251	59033856	Gm47271
ENSMUSG00000066592	9	59145677	59146210	Gm7589
ENSMUSG00000110789	9	59191410	59235071	Gm33053
ENSMUSG00000025236	9	59291558	59324052	Adpgk
ENSMUSG00000025235	9	59321990	59353508	Bbs4
ENSMUSG00000025234	9	59388258	59486618	Arih1
ENSMUSG00000090516	9	59471759	59472233	Rps11-ps1
ENSMUSG00000111852	9	59499361	59512865	Gm33180
ENSMUSG00000049526	9	59518685	59539847	Tmem202
ENSMUSG00000025232	9	59539540	59565109	Hexa
ENSMUSG00000032297	9	59577917	59607292	Celf6
ENSMUSG00000025237	9	59617284	59650285	Parp6
ENSMUSG00000032294	9	59656368	59679375	Pkm
ENSMUSG00000111394	9	59672814	59676700	Gm49759
ENSMUSG00000074259	9	59680144	59718874	Gramd2
ENSMUSG00000051705	9	59734259	59750710	Senp8
ENSMUSG00000039585	9	59750896	59928866	Myo9a
ENSMUSG00000087239	9	59766717	59767203	Gm7613
ENSMUSG00000110803	9	59826257	59941077	Gm20275
ENSMUSG00000085116	9	59844327	59844603	Gm2735
ENSMUSG00000111833	9	59884984	59885397	Gm48805
ENSMUSG00000032292	9	59942771	59960659	Nr2e3
ENSMUSG00000084913	9	59951285	59959044	Gm7616
ENSMUSG00000084847	9	59957511	59961801	Gm15507
ENSMUSG00000032289	9	59966931	60522046	Thsd4
ENSMUSG00000088090	9	60042069	60042179	Gm23668
ENSMUSG00000111296	9	60334142	60334968	2010001M07Rik
ENSMUSG00000111065	9	60391793	60393757	Gm47676
ENSMUSG00000088550	9	60419863	60419985	Gm22099
ENSMUSG00000111761	9	60523967	60545882	9230112J17Rik
ENSMUSG00000111809	9	60527419	60546035	Gm49334
ENSMUSG00000111667	9	60535660	60536254	Gm47740
ENSMUSG00000111512	9	60548195	60549543	Gm17853
ENSMUSG00000047766	9	60568859	60688158	Lrrc49
ENSMUSG00000097734	9	60687719	60690397	B930082K07Rik
ENSMUSG00000034839	9	60712989	60738801	Larp6
ENSMUSG00000095956	9	60743120	60770276	1700036A12Rik
ENSMUSG00000034485	9	60794542	60880370	Uaca
ENSMUSG00000052143	9	60821552	60838200	Gm9869
ENSMUSG00000111444	9	60919223	60949373	Gm47923
ENSMUSG00000111290	9	61013481	61019797	Gm5122
ENSMUSG00000111147	9	61032212	61059116	Gm33699
ENSMUSG00000111180	9	61049009	61055819	Gm39348
ENSMUSG00000111169	9	61081951	61117839	Gm34004
ENSMUSG00000111354	9	61102229	61127031	Gm33914
ENSMUSG00000111807	9	61103012	61105385	4933433G08Rik
ENSMUSG00000110998	9	61138515	61145259	I730028E13Rik
ENSMUSG00000111449	9	61206679	61212916	Gm34105
ENSMUSG00000111658	9	61259227	61293809	B930092H01Rik
ENSMUSG00000074256	9	61370797	61372193	Gm10655
ENSMUSG00000032280	9	61372366	61418497	Tle3
ENSMUSG00000111033	9	61442591	61455947	Gm34322
ENSMUSG00000111635	9	61472591	61472986	Gm47240
ENSMUSG00000111381	9	61509723	61534247	Gm34424
ENSMUSG00000111739	9	61763084	61763442	Gm47241
ENSMUSG00000110968	9	61851704	61852615	Gm19208
ENSMUSG00000007892	9	61913284	61914542	Rplp1
ENSMUSG00000032254	9	61915905	61946774	Kif23
ENSMUSG00000032278	9	61953481	62026856	Paqr5
ENSMUSG00000088743	9	62020594	62020686	Gm23221
ENSMUSG00000032252	9	62057248	62122655	Glce
ENSMUSG00000092696	9	62122518	62122594	Mir5133
ENSMUSG00000110826	9	62241670	62243997	Gm47262
ENSMUSG00000111232	9	62242596	62244100	A730043L09Rik
ENSMUSG00000088986	9	62242763	62242867	Gm25603
ENSMUSG00000046846	9	62270729	62282208	Spesp1
ENSMUSG00000111193	9	62298502	62336649	Gm35288
ENSMUSG00000032249	9	62341293	62378812	Anp32a
ENSMUSG00000041729	9	62419492	62537044	Coro2b
ENSMUSG00000084540	9	62515029	62515137	n-R5s84
ENSMUSG00000032243	9	62677826	62783982	Itga11
ENSMUSG00000111537	9	62789904	62790411	Gm7653
ENSMUSG00000032244	9	62791821	62811934	Fem1b
ENSMUSG00000097672	9	62804478	62808234	Gm26609
ENSMUSG00000032245	9	62838785	62852006	Cln6
ENSMUSG00000074250	9	62841477	62868000	Gm10653
ENSMUSG00000111805	9	62856066	62856462	Gm47274
ENSMUSG00000032246	9	62858080	62875921	Calml4
ENSMUSG00000032405	9	62878368	62987924	Pias1
ENSMUSG00000064855	9	63027560	63027717	Gm24526
ENSMUSG00000111144	9	63080267	63082973	Gm48193
ENSMUSG00000111297	9	63117201	63117654	Gm6082
ENSMUSG00000094201	9	63133283	63133389	Gm25064
ENSMUSG00000022245	9	63138170	63148961	Skor1
ENSMUSG00000058444	9	63163768	63377902	Map2k5
ENSMUSG00000032403	9	63394447	63399246	2300009A05Rik
ENSMUSG00000086539	9	63398601	63568691	Gm16759
ENSMUSG00000037801	9	63421455	63602493	Iqch
ENSMUSG00000093137	9	63442319	63442460	Gm25995
ENSMUSG00000091866	9	63443166	63444075	Gm6257
ENSMUSG00000037257	9	63602660	63644588	Aagab
ENSMUSG00000032402	9	63646767	63757994	Smad3
ENSMUSG00000111137	9	63801193	63801797	Gm2553
ENSMUSG00000110768	9	63898265	63898802	Gm18541
ENSMUSG00000111058	9	63926655	63937121	Gm36033
ENSMUSG00000036867	9	63953076	64022059	Smad6
ENSMUSG00000093616	9	64038465	64041465	1700055C04Rik
ENSMUSG00000088988	9	64048496	64048590	Gm25606
ENSMUSG00000097036	9	64049829	64054100	1110036E04Rik
ENSMUSG00000093759	9	64080761	64086961	Scarletltr
ENSMUSG00000032401	9	64117147	64138118	Lctl
ENSMUSG00000032400	9	64137144	64173104	Zwilch
ENSMUSG00000032399	9	64173375	64178666	Rpl4
ENSMUSG00000065752	9	64175048	64175115	Gm23344
ENSMUSG00000094411	9	64175423	64175521	Snord16a
ENSMUSG00000064918	9	64175873	64175942	Gm22571
ENSMUSG00000095868	9	64176661	64176759	Gm23136
ENSMUSG00000064514	9	64177123	64177193	Gm22455
ENSMUSG00000032398	9	64179274	64183132	Snapc5
ENSMUSG00000004936	9	64185770	64253631	Map2k1
ENSMUSG00000093239	9	64225523	64225649	Gm24106
ENSMUSG00000111160	9	64228339	64230795	Gm48855
ENSMUSG00000035337	9	64235201	64236362	Uchl4
ENSMUSG00000032397	9	64281581	64305424	Tipin
ENSMUSG00000088254	9	64295931	64296065	Gm24289
ENSMUSG00000032396	9	64306756	64341288	Dis3l
ENSMUSG00000036466	9	64385626	64709205	Megf11
ENSMUSG00000004771	9	64715299	64737758	Rab11a
ENSMUSG00000104953	9	64726624	64726730	Gm47308
ENSMUSG00000053641	9	64811340	64919667	Dennd4a
ENSMUSG00000089336	9	64881784	64881925	Gm24347
ENSMUSG00000034452	9	64922861	64951607	Slc24a1
ENSMUSG00000034263	9	64960905	64986978	Ints14
ENSMUSG00000093119	9	64971669	64971793	Gm25640
ENSMUSG00000033629	9	64986983	65021693	Hacd3
ENSMUSG00000032393	9	65032414	65082651	Dpp8
ENSMUSG00000111471	9	65054882	65094355	Gm47350
ENSMUSG00000032816	9	65101486	65137940	Igdcc4
ENSMUSG00000032394	9	65141189	65185872	Igdcc3
ENSMUSG00000032392	9	65195353	65239224	Parp16
ENSMUSG00000095738	9	65196572	65196687	Gm25313
ENSMUSG00000095892	9	65201726	65201841	Rnu5g
ENSMUSG00000042254	9	65265180	65280605	Cilp
ENSMUSG00000015357	9	65294260	65330658	Clpx
ENSMUSG00000059571	9	65297532	65297919	Gm16218
ENSMUSG00000111712	9	65332520	65345607	Gm39363
ENSMUSG00000111725	9	65336174	65336897	Gm19219
ENSMUSG00000110913	9	65341988	65342174	Gm47192
ENSMUSG00000041837	9	65346104	65359643	Pdcd7
ENSMUSG00000086228	9	65361041	65380377	Ubap1l
ENSMUSG00000111092	9	65364887	65365946	Gm17875
ENSMUSG00000054978	9	65388684	65391652	Kbtbd13
ENSMUSG00000041696	9	65398506	65414853	Rasl12
ENSMUSG00000053862	9	65412714	65422955	Slc51b
ENSMUSG00000059183	9	65435782	65453054	Mtfmt
ENSMUSG00000111722	9	65453615	65460399	Gm47270
ENSMUSG00000032388	9	65460947	65488470	Spg21
ENSMUSG00000066510	9	65488470	65520193	Ankdd1a
ENSMUSG00000111818	9	65521106	65529806	Gm17749
ENSMUSG00000050721	9	65552698	65580040	Plekho2
ENSMUSG00000041064	9	65587160	65595967	Pif1
ENSMUSG00000032387	9	65629648	65660528	Rbpms2
ENSMUSG00000040652	9	65668001	65690300	Oaz2
ENSMUSG00000040524	9	65692391	65827564	Zfp609
ENSMUSG00000032386	9	65828930	65908794	Trip4
ENSMUSG00000065387	9	65836353	65836465	n-R5s85
ENSMUSG00000079915	9	65838167	65838683	Gm16073
ENSMUSG00000040204	9	65890237	65903266	Pclaf
ENSMUSG00000065301	9	65900201	65900308	Gm23248
ENSMUSG00000032384	9	65908924	66045015	Csnk1g1
ENSMUSG00000077385	9	65952314	65952445	Gm22657
ENSMUSG00000032383	9	66060222	66066623	Ppib
ENSMUSG00000039452	9	66065176	66069719	Snx22
ENSMUSG00000032382	9	66088133	66126587	Snx1
ENSMUSG00000032381	9	66126611	66138955	Ciao2a
ENSMUSG00000032380	9	66158223	66272242	Dapk2
ENSMUSG00000038664	9	66350450	66508775	Herc1
ENSMUSG00000084437	9	66360641	66360742	Gm23428
ENSMUSG00000100130	9	66417746	66448496	Gm28379
ENSMUSG00000050503	9	66508459	66514593	Fbxl22
ENSMUSG00000032376	9	66514637	66593142	Usp3
ENSMUSG00000086387	9	66572001	66582059	Gm15563
ENSMUSG00000032373	9	66713686	66766845	Car12
ENSMUSG00000032375	9	66775202	66795490	Aph1b
ENSMUSG00000074232	9	66797039	66799074	Gm10647
ENSMUSG00000092131	9	66798678	66804359	BC050972
ENSMUSG00000059237	9	66805306	66805938	Ppp1r2-ps4
ENSMUSG00000053040	9	66814994	66834726	Aph1c
ENSMUSG00000091745	9	66834699	66835534	Gm17098
ENSMUSG00000036943	9	66843664	66919687	Rab8b
ENSMUSG00000036781	9	66946086	66949516	Rps27l
ENSMUSG00000032370	9	66955388	66975484	Lactb
ENSMUSG00000089450	9	66981088	66981185	Gm24225
ENSMUSG00000032366	9	67022590	67049406	Tpm1
ENSMUSG00000111825	9	67102300	67109601	Gm10646
ENSMUSG00000088021	9	67104208	67104355	Gm22145
ENSMUSG00000111556	9	67133560	67213918	Gm19299
ENSMUSG00000052698	9	67217087	67559703	Tln2
ENSMUSG00000076379	9	67236660	67236726	Mir190a
ENSMUSG00000111412	9	67424503	67427491	Gm47047
ENSMUSG00000111819	9	67700181	67700585	Gm47110
ENSMUSG00000098937	9	67727717	67727780	Mir7241
ENSMUSG00000098446	9	67729499	67729577	Mir7242
ENSMUSG00000111272	9	67748077	67748764	Gm7787
ENSMUSG00000055125	9	67758712	67760230	M5C1000I18Rik
ENSMUSG00000091956	9	67759437	67760930	C2cd4b
ENSMUSG00000047990	9	67830489	67832330	C2cd4a
ENSMUSG00000035284	9	67840396	67995638	Vps13c
ENSMUSG00000111841	9	68017964	68025714	Gm20745
ENSMUSG00000101345	9	68235029	68235400	Gm28195
ENSMUSG00000088810	9	68280574	68280703	Gm22382
ENSMUSG00000111562	9	68421406	68421904	Gm19987
ENSMUSG00000096639	9	68461339	68461445	Gm22169
ENSMUSG00000111303	9	68470902	68520200	4930502A04Rik
ENSMUSG00000088587	9	68510163	68510235	Gm22962
ENSMUSG00000111404	9	68552395	68552556	Gm47169
ENSMUSG00000032238	9	68653786	69388246	Rora
ENSMUSG00000086648	9	69348889	69364247	Gm15511
ENSMUSG00000032235	9	69397906	69433122	Ice2
ENSMUSG00000111621	9	69436986	69437247	Gm7802
ENSMUSG00000111484	9	69444963	69445803	Gm18587
ENSMUSG00000062874	9	69450235	69451035	Gm4978
ENSMUSG00000032231	9	69453620	69491795	Anxa2
ENSMUSG00000093042	9	69456944	69457031	Mir3109
ENSMUSG00000086399	9	69477029	69479598	Gm16144
ENSMUSG00000111096	9	69599307	69599754	Gm47203
ENSMUSG00000059246	9	69757710	69760940	Foxb1
ENSMUSG00000097623	9	69758740	69830845	B230323A14Rik
ENSMUSG00000111286	9	69792604	69793151	Gm18745
ENSMUSG00000101555	9	69988400	69989968	Gm28731
ENSMUSG00000011958	9	69989466	70008317	Bnip2
ENSMUSG00000033543	9	70012550	70022866	Gtf2a2
ENSMUSG00000032226	9	70031496	70038088	Gcnt3
ENSMUSG00000111176	9	70069867	70072034	Gm47233
ENSMUSG00000111043	9	70072923	70073443	2210414F02Rik
ENSMUSG00000032224	9	70088511	70142560	Fam81a
ENSMUSG00000077660	9	70148806	70148936	Gm24257
ENSMUSG00000097720	9	70169986	70197548	Gm26849
ENSMUSG00000032220	9	70207350	70399766	Myo1e
ENSMUSG00000093763	9	70405694	70405753	Mir5626
ENSMUSG00000032218	9	70407692	70421547	Ccnb2
ENSMUSG00000032217	9	70425424	70503725	Rnf111
ENSMUSG00000065202	9	70475484	70475596	Gm24615
ENSMUSG00000088284	9	70517200	70517298	Gm23588
ENSMUSG00000094366	9	70521598	70521704	Gm23730
ENSMUSG00000064921	9	70537814	70537921	Gm22229
ENSMUSG00000032212	9	70542754	70592234	Sltm
ENSMUSG00000042444	9	70599014	70657174	Mindy2
ENSMUSG00000074213	9	70656251	70657860	Gm10642
ENSMUSG00000054693	9	70678997	70780229	Adam10
ENSMUSG00000032207	9	70798128	70952226	Lipc
ENSMUSG00000087744	9	70799556	70799637	Gm25149
ENSMUSG00000096160	9	70852576	70853415	Gm3436
ENSMUSG00000111631	9	70930488	70934430	Gm32017
ENSMUSG00000032204	9	71110659	71168682	Aqp9
ENSMUSG00000111618	9	71126842	71127544	Gm47268
ENSMUSG00000111429	9	71163794	71208124	Gm32511
ENSMUSG00000013584	9	71215789	71296243	Aldh1a2
ENSMUSG00000111181	9	71278774	71279185	Gm48124
ENSMUSG00000032199	9	71478437	71485935	Polr2m
ENSMUSG00000041361	9	71504347	71592360	Myzap
ENSMUSG00000111815	9	71598835	71600140	Gm6018
ENSMUSG00000032232	9	71626509	71771602	Cgnl1
ENSMUSG00000099220	9	71827276	71827537	Gm27220
ENSMUSG00000104467	9	71840005	71841736	Gm37660
ENSMUSG00000032228	9	71842688	72111871	Tcf12
ENSMUSG00000102143	9	71852001	71855203	Gm38057
ENSMUSG00000102939	9	71896713	71899453	Gm38111
ENSMUSG00000098761	9	71908843	71909551	Gm18821
ENSMUSG00000104107	9	71939591	71941585	Gm37879
ENSMUSG00000099313	9	71948879	71948977	Gm27152
ENSMUSG00000104469	9	71988973	71991271	Gm37663
ENSMUSG00000104078	9	72001378	72003803	Gm37023
ENSMUSG00000104432	9	72011376	72013019	A430027C01Rik
