"mGene","hGene"
"ENSMUSG00000002910","Psun_G000009126"
"ENSMUSG00000019261","Psun_G000009121"
"ENSMUSG00000061815","Psun_G000010184"
"ENSMUSG00000031813","Psun_G000009097"
"ENSMUSG00000031808","Psun_G000009101"
"ENSMUSG00000031807","Psun_G000009102"
"ENSMUSG00000034845","Psun_G000009094"
"ENSMUSG00000108900","Psun_G000009095"
"ENSMUSG00000043664","Psun_G000009099"
"ENSMUSG00000034829","Psun_G000009100"
"ENSMUSG00000040254","Psun_G000008868"
"ENSMUSG00000022589","Psun_G000009216"
"ENSMUSG00000063522","Psun_G000009217"
"ENSMUSG00000022587","Psun_G000009219"
"ENSMUSG00000075602","Psun_G000009220"
"ENSMUSG00000048148","Psun_G000009067"
"ENSMUSG00000031622","Psun_G000009069"
"ENSMUSG00000031833","Psun_G000009132"
"ENSMUSG00000031834","Psun_G000009135"
"ENSMUSG00000031838","Psun_G000009137"
"ENSMUSG00000035559","Psun_G000009139"
"ENSMUSG00000031842","Psun_G000009141"
"ENSMUSG00000000791","Psun_G000009129"
"ENSMUSG00000031840","Psun_G000009140"
"ENSMUSG00000110622","Psun_G000009143"
"ENSMUSG00000058301","Psun_G000009167"
"ENSMUSG00000057788","Psun_G000009172"
"ENSMUSG00000087408","Psun_G000009170"
"ENSMUSG00000055681","Psun_G000009171"
"ENSMUSG00000022580","Psun_G000009230"
"ENSMUSG00000052794","Psun_G000009060"
"ENSMUSG00000019732","Psun_G000009059"
"ENSMUSG00000019731","Psun_G000009061"
"ENSMUSG00000055553","Psun_G000009156"
"ENSMUSG00000058833","Psun_G000009158"
"ENSMUSG00000007888","Psun_G000009160"
"ENSMUSG00000070002","Psun_G000009153"
"ENSMUSG00000019428","Psun_G000009154"
"ENSMUSG00000036180","Psun_G000009193"
"ENSMUSG00000047654","Psun_G000009196"
"ENSMUSG00000048967","Psun_G000009197"
"ENSMUSG00000044006","Psun_G000009198"
"ENSMUSG00000031860","Psun_G000009199"
"ENSMUSG00000055707","Psun_G000009162"
"ENSMUSG00000003575","Psun_G000009163"
"ENSMUSG00000031849","Psun_G000009166"
"ENSMUSG00000115388","Psun_G000009250"
"ENSMUSG00000022575","Psun_G000009232"
"ENSMUSG00000075600","Psun_G000009231"
"ENSMUSG00000098678","Psun_G000009233"
"ENSMUSG00000101801","Psun_G000009207"
"ENSMUSG00000002395","Psun_G000009080"
"ENSMUSG00000032842","Psun_G000002061"
"ENSMUSG00000031820","Psun_G000009084"
"ENSMUSG00000007950","Psun_G000009087"
"ENSMUSG00000034880","Psun_G000009089"
"ENSMUSG00000074247","Psun_G000009090"
"ENSMUSG00000007610","Psun_G000009093"
"ENSMUSG00000002393","Psun_G000009082"
"ENSMUSG00000034911","Psun_G000009083"
"ENSMUSG00000034863","Psun_G000009092"
"ENSMUSG00000036120","Psun_G000009184"
"ENSMUSG00000002341","Psun_G000009186"
"ENSMUSG00000079033","Psun_G000009183"
"ENSMUSG00000071078","Psun_G000009185"
"ENSMUSG00000007594","Psun_G000009187"
"ENSMUSG00000036151","Psun_G000009188"
"ENSMUSG00000011306","Psun_G000009189"
"ENSMUSG00000047415","Psun_G000009191"
"ENSMUSG00000043090","Psun_G000009204"
"ENSMUSG00000031861","Psun_G000009200"
"ENSMUSG00000036246","Psun_G000009201"
"ENSMUSG00000031862","Psun_G000009203"
"ENSMUSG00000054648","Psun_G000009205"
"ENSMUSG00000116024","Psun_G000009318"
"ENSMUSG00000054967","Psun_G000009319"
"ENSMUSG00000063236","Psun_G000009320"
"ENSMUSG00000097145","Psun_G000009222"
"ENSMUSG00000022579","Psun_G000009223"
"ENSMUSG00000047003","Psun_G000009225"
"ENSMUSG00000099034","Psun_G000009227"
"ENSMUSG00000000934","Psun_G000009228"
"ENSMUSG00000025178","Psun_G000013177"
"ENSMUSG00000018893","Psun_G000009321"
"ENSMUSG00000050846","Psun_G000009239"
"ENSMUSG00000034429","Psun_G000009241"
"ENSMUSG00000063704","Psun_G000009242"
"ENSMUSG00000055762","Psun_G000009234"
"ENSMUSG00000022571","Psun_G000009236"
"ENSMUSG00000022570","Psun_G000009238"
"ENSMUSG00000046761","Psun_G000009244"
"ENSMUSG00000046159","Psun_G000009327"
"ENSMUSG00000004187","Psun_G000009296"
"ENSMUSG00000033819","Psun_G000009298"
"ENSMUSG00000022546","Psun_G000009299"
"ENSMUSG00000019080","Psun_G000009301"
"ENSMUSG00000033728","Psun_G000009306"
"ENSMUSG00000033837","Psun_G000009297"
"ENSMUSG00000097814","Psun_G000009260"
"ENSMUSG00000034259","Psun_G000009261"
"ENSMUSG00000022561","Psun_G000009263"
"ENSMUSG00000022551","Psun_G000009264"
"ENSMUSG00000022553","Psun_G000009267"
"ENSMUSG00000109179","Psun_G000009269"
"ENSMUSG00000060794","Psun_G000009270"
"ENSMUSG00000022552","Psun_G000009266"
"ENSMUSG00000102018","Psun_G000009245"
"ENSMUSG00000022568","Psun_G000009246"
"ENSMUSG00000002524","Psun_G000009248"
"ENSMUSG00000075590","Psun_G000009249"
"ENSMUSG00000010601","Psun_G000009325"
"ENSMUSG00000057346","Psun_G000009326"
"ENSMUSG00000004677","Psun_G000009072"
"ENSMUSG00000016554","Psun_G000009334"
"ENSMUSG00000019146","Psun_G000009335"
"ENSMUSG00000016637","Psun_G000009336"
"ENSMUSG00000005716","Psun_G000009338"
"ENSMUSG00000005354","Psun_G000009331"
"ENSMUSG00000016552","Psun_G000009333"
"ENSMUSG00000022443","Psun_G000009329"
"ENSMUSG00000022440","Psun_G000009351"
"ENSMUSG00000033220","Psun_G000009352"
"ENSMUSG00000031858","Psun_G000009192"
"ENSMUSG00000018008","Psun_G000009353"
"ENSMUSG00000022564","Psun_G000009254"
"ENSMUSG00000049653","Psun_G000009255"
"ENSMUSG00000071724","Psun_G000009256"
"ENSMUSG00000022565","Psun_G000009252"
"ENSMUSG00000063268","Psun_G000009253"
"ENSMUSG00000022562","Psun_G000009259"
"ENSMUSG00000116243","Psun_G000009401"
"ENSMUSG00000055065","Psun_G000009403"
"ENSMUSG00000096210","Psun_G000011001"
"ENSMUSG00000116378","Psun_G000009376"
"ENSMUSG00000114755","Psun_G000009377"
"ENSMUSG00000033055","Psun_G000009379"
"ENSMUSG00000022559","Psun_G000009283"
"ENSMUSG00000022560","Psun_G000009285"
"ENSMUSG00000022550","Psun_G000009287"
"ENSMUSG00000034022","Psun_G000009288"
"ENSMUSG00000063354","Psun_G000009289"
"ENSMUSG00000115987","Psun_G000009290"
"ENSMUSG00000059323","Psun_G000009292"
"ENSMUSG00000053929","Psun_G000009293"
"ENSMUSG00000062210","Psun_G000009368"
"ENSMUSG00000033099","Psun_G000009369"
"ENSMUSG00000033088","Psun_G000009372"
"ENSMUSG00000049521","Psun_G000009359"
"ENSMUSG00000033128","Psun_G000009362"
"ENSMUSG00000022436","Psun_G000009365"
"ENSMUSG00000116069","Psun_G000009366"
"ENSMUSG00000068220","Psun_G000009367"
"ENSMUSG00000071711","Psun_G000009346"
"ENSMUSG00000033287","Psun_G000009347"
"ENSMUSG00000062154","Psun_G000009344"
"ENSMUSG00000044986","Psun_G000009345"
"ENSMUSG00000016942","Psun_G000009348"
"ENSMUSG00000068227","Psun_G000009349"
"ENSMUSG00000055523","Psun_G000013371"
"ENSMUSG00000002343","Psun_G000009179"
"ENSMUSG00000002346","Psun_G000009180"
"ENSMUSG00000036054","Psun_G000009178"
"ENSMUSG00000002342","Psun_G000009181"
"ENSMUSG00000113324","Psun_G000009175"
"ENSMUSG00000009035","Psun_G000009397"
"ENSMUSG00000022433","Psun_G000009399"
"ENSMUSG00000042622","Psun_G000009394"
"ENSMUSG00000109945","Psun_G000009448"
"ENSMUSG00000082896","Psun_G000002938"
"ENSMUSG00000089837","Psun_G000009424"
"ENSMUSG00000089715","Psun_G000009425"
"ENSMUSG00000071715","Psun_G000009339"
"ENSMUSG00000071713","Psun_G000009340"
"ENSMUSG00000050164","Psun_G000009460"
"ENSMUSG00000094577","Psun_G000009427"
"ENSMUSG00000053411","Psun_G000009428"
"ENSMUSG00000022415","Psun_G000009435"
"ENSMUSG00000022414","Psun_G000009436"
"ENSMUSG00000042428","Psun_G000009440"
"ENSMUSG00000115798","Psun_G000009441"
"ENSMUSG00000042406","Psun_G000009442"
"ENSMUSG00000051518","Psun_G000009443"
"ENSMUSG00000022416","Psun_G000009445"
"ENSMUSG00000033170","Psun_G000009358"
"ENSMUSG00000022404","Psun_G000009461"
"ENSMUSG00000002297","Psun_G000008883"
"ENSMUSG00000042476","Psun_G000008878"
"ENSMUSG00000028970","Psun_G000008879"
"ENSMUSG00000054099","Psun_G000008881"
"ENSMUSG00000033565","Psun_G000009324"
"ENSMUSG00000000489","Psun_G000009431"
"ENSMUSG00000060036","Psun_G000009432"
"ENSMUSG00000042351","Psun_G000009451"
"ENSMUSG00000022408","Psun_G000009452"
"ENSMUSG00000022445","Psun_G000009513"
"ENSMUSG00000061740","Psun_G000009509"
"ENSMUSG00000116130","Psun_G000009511"
"ENSMUSG00000042535","Psun_G000009416"
"ENSMUSG00000022427","Psun_G000009413"
"ENSMUSG00000022426","Psun_G000009415"
"ENSMUSG00000042524","Psun_G000009419"
"ENSMUSG00000022420","Psun_G000009421"
"ENSMUSG00000041852","Psun_G000009514"
"ENSMUSG00000047878","Psun_G000009522"
"ENSMUSG00000033039","Psun_G000009381"
"ENSMUSG00000033029","Psun_G000009383"
"ENSMUSG00000033020","Psun_G000009386"
"ENSMUSG00000033006","Psun_G000009387"
"ENSMUSG00000100552","Psun_G000009515"
"ENSMUSG00000058099","Psun_G000009516"
"ENSMUSG00000022476","Psun_G000009479"
"ENSMUSG00000042109","Psun_G000009482"
"ENSMUSG00000048546","Psun_G000009477"
"ENSMUSG00000061360","Psun_G000009478"
"ENSMUSG00000022474","Psun_G000009483"
"ENSMUSG00000033762","Psun_G000009303"
"ENSMUSG00000033707","Psun_G000009309"
"ENSMUSG00000116138","Psun_G000009312"
"ENSMUSG00000033697","Psun_G000009315"
"ENSMUSG00000022526","Psun_G000009317"
"ENSMUSG00000073599","Psun_G000009541"
"ENSMUSG00000068206","Psun_G000009388"
"ENSMUSG00000032988","Psun_G000009389"
"ENSMUSG00000018126","Psun_G000009390"
"ENSMUSG00000022401","Psun_G000009464"
"ENSMUSG00000022400","Psun_G000009465"
"ENSMUSG00000022403","Psun_G000009462"
"ENSMUSG00000041708","Psun_G000009545"
"ENSMUSG00000022456","Psun_G000009502"
"ENSMUSG00000022452","Psun_G000009505"
"ENSMUSG00000022453","Psun_G000009504"
"ENSMUSG00000022450","Psun_G000009507"
"ENSMUSG00000022442","Psun_G000009528"
"ENSMUSG00000022441","Psun_G000009547"
"ENSMUSG00000018865","Psun_G000009548"
"ENSMUSG00000018868","Psun_G000009549"
"ENSMUSG00000032207","Psun_G000019359"
"ENSMUSG00000018040","Psun_G000009517"
"ENSMUSG00000041815","Psun_G000009520"
"ENSMUSG00000018042","Psun_G000009521"
"ENSMUSG00000096852","Psun_G000009484"
"ENSMUSG00000094559","Psun_G000009486"
"ENSMUSG00000094806","Psun_G000009487"
"ENSMUSG00000022472","Psun_G000009489"
"ENSMUSG00000063480","Psun_G000009491"
"ENSMUSG00000022558","Psun_G000009272"
"ENSMUSG00000022557","Psun_G000009274"
"ENSMUSG00000087138","Psun_G000009278"
"ENSMUSG00000022555","Psun_G000009279"
"ENSMUSG00000048385","Psun_G000009281"
"ENSMUSG00000116376","Psun_G000009282"
"ENSMUSG00000045693","Psun_G000009568"
"ENSMUSG00000016619","Psun_G000009570"
"ENSMUSG00000041653","Psun_G000009550"
"ENSMUSG00000022437","Psun_G000009551"
"ENSMUSG00000040407","Psun_G000008898"
"ENSMUSG00000022382","Psun_G000009580"
"ENSMUSG00000116305","Psun_G000009582"
"ENSMUSG00000022428","Psun_G000009411"
"ENSMUSG00000022429","Psun_G000009406"
"ENSMUSG00000054385","Psun_G000009408"
"ENSMUSG00000042564","Psun_G000009409"
"ENSMUSG00000086199","Psun_G000009405"
"ENSMUSG00000036106","Psun_G000009561"
"ENSMUSG00000016758","Psun_G000009529"
"ENSMUSG00000041736","Psun_G000009531"
"ENSMUSG00000048755","Psun_G000009530"
"ENSMUSG00000016757","Psun_G000009532"
"ENSMUSG00000016763","Psun_G000009540"
"ENSMUSG00000006369","Psun_G000009578"
"ENSMUSG00000022383","Psun_G000009584"
"ENSMUSG00000064284","Psun_G000009588"
"ENSMUSG00000052496","Psun_G000009589"
"ENSMUSG00000047909","Psun_G000023518"
"ENSMUSG00000022435","Psun_G000009572"
"ENSMUSG00000036046","Psun_G000009571"
"ENSMUSG00000051910","Psun_G000011988"
"ENSMUSG00000035828","Psun_G000009620"
"ENSMUSG00000051864","Psun_G000009608"
"ENSMUSG00000035891","Psun_G000009607"
"ENSMUSG00000035900","Psun_G000009603"
"ENSMUSG00000097276","Psun_G000009612"
"ENSMUSG00000022387","Psun_G000009614"
"ENSMUSG00000055024","Psun_G000009466"
"ENSMUSG00000063765","Psun_G000009470"
"ENSMUSG00000068130","Psun_G000009579"
"ENSMUSG00000001833","Psun_G000018725"
"ENSMUSG00000025745","Psun_G000003046"
"ENSMUSG00000111556","Psun_G000009674"
"ENSMUSG00000035227","Psun_G000011765"
"ENSMUSG00000016028","Psun_G000009602"
"ENSMUSG00000022386","Psun_G000009594"
"ENSMUSG00000078954","Psun_G000009562"
"ENSMUSG00000016624","Psun_G000009566"
"ENSMUSG00000022390","Psun_G000009471"
"ENSMUSG00000022389","Psun_G000009476"
"ENSMUSG00000022439","Psun_G000009556"
"ENSMUSG00000062760","Psun_G000009558"
"ENSMUSG00000016664","Psun_G000009527"
"ENSMUSG00000054277","Psun_G000009523"
"ENSMUSG00000029168","Psun_G000003030"
"ENSMUSG00000022388","Psun_G000009622"
"ENSMUSG00000035805","Psun_G000009623"
"ENSMUSG00000026663","Psun_G000023569"
"ENSMUSG00000047888","Psun_G000009454"
"ENSMUSG00000042303","Psun_G000009457"
"ENSMUSG00000042292","Psun_G000009459"
"ENSMUSG00000096719","Psun_G000009675"
"ENSMUSG00000035944","Psun_G000009591"
"ENSMUSG00000022385","Psun_G000009593"
"ENSMUSG00000036298","Psun_G000009682"
"ENSMUSG00000022619","Psun_G000009658"
"ENSMUSG00000108608","Psun_G000009652"
"ENSMUSG00000047394","Psun_G000009653"
"ENSMUSG00000078938","Psun_G000009654"
"ENSMUSG00000078937","Psun_G000009655"
"ENSMUSG00000022617","Psun_G000009656"
"ENSMUSG00000040875","Psun_G000014276"
"ENSMUSG00000022620","Psun_G000009659"
"ENSMUSG00000055022","Psun_G000009693"
"ENSMUSG00000022431","Psun_G000009576"
"ENSMUSG00000040978","Psun_G000011073"
"ENSMUSG00000015365","Psun_G000009624"
"ENSMUSG00000058441","Psun_G000009625"
"ENSMUSG00000051786","Psun_G000009627"
"ENSMUSG00000015363","Psun_G000009626"
"ENSMUSG00000023272","Psun_G000009618"
"ENSMUSG00000035845","Psun_G000009616"
"ENSMUSG00000075524","Psun_G000009492"
"ENSMUSG00000068117","Psun_G000009493"
"ENSMUSG00000068114","Psun_G000009494"
"ENSMUSG00000022463","Psun_G000009496"
"ENSMUSG00000068099","Psun_G000009501"
"ENSMUSG00000096883","Psun_G000009497"
"ENSMUSG00000068101","Psun_G000009500"
"ENSMUSG00000022623","Psun_G000009664"
"ENSMUSG00000022622","Psun_G000009666"
"ENSMUSG00000073856","Psun_G000012018"
"ENSMUSG00000022621","Psun_G000009669"
"ENSMUSG00000086602","Psun_G000009663"
"ENSMUSG00000078932","Psun_G000009681"
"ENSMUSG00000043964","Psun_G000009683"
"ENSMUSG00000048218","Psun_G000009721"
"ENSMUSG00000023169","Psun_G000009715"
"ENSMUSG00000033237","Psun_G000009711"
"ENSMUSG00000045608","Psun_G000009708"
"ENSMUSG00000052369","Psun_G000009737"
"ENSMUSG00000022634","Psun_G000009697"
"ENSMUSG00000022635","Psun_G000009699"
"ENSMUSG00000048175","Psun_G000009745"
"ENSMUSG00000029875","Psun_G000009747"
"ENSMUSG00000022449","Psun_G000027175"
"ENSMUSG00000097148","Psun_G000009704"
"ENSMUSG00000022479","Psun_G000009735"
"ENSMUSG00000044250","Psun_G000009722"
"ENSMUSG00000115204","Psun_G000009723"
"ENSMUSG00000022464","Psun_G000009719"
"ENSMUSG00000022462","Psun_G000009717"
"ENSMUSG00000064210","Psun_G000009709"
"ENSMUSG00000003354","Psun_G000009767"
"ENSMUSG00000022997","Psun_G000009771"
"ENSMUSG00000059213","Psun_G000009773"
"ENSMUSG00000003355","Psun_G000009768"
"ENSMUSG00000051853","Psun_G000009769"
"ENSMUSG00000022996","Psun_G000009770"
"ENSMUSG00000036197","Psun_G000009696"
"ENSMUSG00000032556","Psun_G000018442"
"ENSMUSG00000062906","Psun_G000009631"
"ENSMUSG00000022610","Psun_G000009632"
"ENSMUSG00000053137","Psun_G000009633"
"ENSMUSG00000036606","Psun_G000009636"
"ENSMUSG00000015377","Psun_G000009637"
"ENSMUSG00000023484","Psun_G000009786"
"ENSMUSG00000032783","Psun_G000009789"
"ENSMUSG00000033228","Psun_G000009713"
"ENSMUSG00000036167","Psun_G000009700"
"ENSMUSG00000036158","Psun_G000009701"
"ENSMUSG00000043091","Psun_G000009784"
"ENSMUSG00000022999","Psun_G000009782"
"ENSMUSG00000118057","Psun_G000009783"
"ENSMUSG00000023013","Psun_G000009804"
"ENSMUSG00000044217","Psun_G000009805"
"ENSMUSG00000043144","Psun_G000009806"
"ENSMUSG00000023011","Psun_G000009803"
"ENSMUSG00000023010","Psun_G000009800"
"ENSMUSG00000023009","Psun_G000009801"
"ENSMUSG00000037525","Psun_G000009802"
"ENSMUSG00000003352","Psun_G000009761"
"ENSMUSG00000022994","Psun_G000009760"
"ENSMUSG00000003360","Psun_G000009764"
"ENSMUSG00000054855","Psun_G000009766"
"ENSMUSG00000038009","Psun_G000009790"
"ENSMUSG00000078907","Psun_G000009796"
"ENSMUSG00000033065","Psun_G000009743"
"ENSMUSG00000022483","Psun_G000009738"
"ENSMUSG00000033075","Psun_G000009742"
"ENSMUSG00000023017","Psun_G000009809"
"ENSMUSG00000023015","Psun_G000009807"
"ENSMUSG00000023022","Psun_G000009815"
"ENSMUSG00000096111","Psun_G000009816"
"ENSMUSG00000022613","Psun_G000009648"
"ENSMUSG00000008690","Psun_G000009650"
"ENSMUSG00000036529","Psun_G000009646"
"ENSMUSG00000022614","Psun_G000009649"
"ENSMUSG00000022991","Psun_G000009754"
"ENSMUSG00000022992","Psun_G000009755"
"ENSMUSG00000011960","Psun_G000009756"
"ENSMUSG00000023034","Psun_G000009847"
"ENSMUSG00000037204","Psun_G000009848"
"ENSMUSG00000075408","Psun_G000009849"
"ENSMUSG00000095588","Psun_G000009850"
"ENSMUSG00000093550","Psun_G000009823"
"ENSMUSG00000023030","Psun_G000009824"
"ENSMUSG00000022475","Psun_G000009733"
"ENSMUSG00000022466","Psun_G000009724"
"ENSMUSG00000022468","Psun_G000009725"
"ENSMUSG00000022469","Psun_G000009730"
"ENSMUSG00000024036","Psun_G000009726"
"ENSMUSG00000023039","Psun_G000009856"
"ENSMUSG00000063971","Psun_G000009858"
"ENSMUSG00000116114","Psun_G000009854"
"ENSMUSG00000047641","Psun_G000009857"
"ENSMUSG00000037185","Psun_G000009851"
"ENSMUSG00000023031","Psun_G000009832"
"ENSMUSG00000037280","Psun_G000009834"
"ENSMUSG00000023032","Psun_G000009835"
"ENSMUSG00000116951","Psun_G000009753"
"ENSMUSG00000022987","Psun_G000009750"
"ENSMUSG00000037353","Psun_G000009825"
"ENSMUSG00000044636","Psun_G000009826"
"ENSMUSG00000009733","Psun_G000009827"
"ENSMUSG00000047034","Psun_G000009841"
"ENSMUSG00000000530","Psun_G000009843"
"ENSMUSG00000000532","Psun_G000009844"
"ENSMUSG00000000531","Psun_G000009845"
"ENSMUSG00000067596","Psun_G000009865"
"ENSMUSG00000063661","Psun_G000009867"
"ENSMUSG00000064201","Psun_G000009868"
"ENSMUSG00000023033","Psun_G000009837"
"ENSMUSG00000095440","Psun_G000009840"
"ENSMUSG00000091604","Psun_G000009810"
"ENSMUSG00000023019","Psun_G000009812"
"ENSMUSG00000023020","Psun_G000009813"
"ENSMUSG00000023021","Psun_G000009814"
"ENSMUSG00000023018","Psun_G000009811"
"ENSMUSG00000023007","Psun_G000009797"
"ENSMUSG00000023008","Psun_G000009799"
"ENSMUSG00000067713","Psun_G000009774"
"ENSMUSG00000048154","Psun_G000009777"
"ENSMUSG00000023755","Psun_G000009778"
"ENSMUSG00000023000","Psun_G000009780"
"ENSMUSG00000033356","Psun_G000009705"
"ENSMUSG00000022451","Psun_G000009707"
"ENSMUSG00000060992","Psun_G000009928"
"ENSMUSG00000058794","Psun_G000009927"
"ENSMUSG00000001655","Psun_G000009910"
"ENSMUSG00000050328","Psun_G000009911"
"ENSMUSG00000001656","Psun_G000009913"
"ENSMUSG00000022484","Psun_G000009914"
"ENSMUSG00000036139","Psun_G000009915"
"ENSMUSG00000001657","Psun_G000009917"
"ENSMUSG00000022485","Psun_G000009919"
"ENSMUSG00000075394","Psun_G000009921"
"ENSMUSG00000086903","Psun_G000009912"
"ENSMUSG00000049548","Psun_G000009859"
"ENSMUSG00000022986","Psun_G000009860"
"ENSMUSG00000023041","Psun_G000009862"
"ENSMUSG00000061527","Psun_G000009863"
"ENSMUSG00000051879","Psun_G000009864"
"ENSMUSG00000000346","Psun_G000009830"
"ENSMUSG00000009739","Psun_G000009828"
"ENSMUSG00000035765","Psun_G000009831"
"ENSMUSG00000037003","Psun_G000009879"
"ENSMUSG00000036966","Psun_G000009880"
"ENSMUSG00000023055","Psun_G000009909"
"ENSMUSG00000023025","Psun_G000009817"
"ENSMUSG00000085827","Psun_G000009940"
"ENSMUSG00000038170","Psun_G000014685"
"ENSMUSG00000023043","Psun_G000009877"
"ENSMUSG00000046834","Psun_G000009869"
"ENSMUSG00000067594","Psun_G000009870"
"ENSMUSG00000075402","Psun_G000009871"
"ENSMUSG00000059668","Psun_G000009873"
"ENSMUSG00000050463","Psun_G000009875"
"ENSMUSG00000049382","Psun_G000009876"
"ENSMUSG00000022490","Psun_G000009936"
"ENSMUSG00000075470","Psun_G000009676"
"ENSMUSG00000052560","Psun_G000009677"
"ENSMUSG00000047343","Psun_G000009943"
"ENSMUSG00000047022","Psun_G000000787"
"ENSMUSG00000026049","Psun_G000009957"
"ENSMUSG00000026047","Psun_G000009958"
"ENSMUSG00000091844","Psun_G000009975"
"ENSMUSG00000048118","Psun_G000000698"
"ENSMUSG00000001280","Psun_G000009896"
"ENSMUSG00000023047","Psun_G000009897"
"ENSMUSG00000023048","Psun_G000009898"
"ENSMUSG00000023050","Psun_G000009901"
"ENSMUSG00000063234","Psun_G000009929"
"ENSMUSG00000000552","Psun_G000009930"
"ENSMUSG00000000555","Psun_G000009931"
"ENSMUSG00000026102","Psun_G000009984"
"ENSMUSG00000023046","Psun_G000009881"
"ENSMUSG00000023045","Psun_G000009882"
"ENSMUSG00000046897","Psun_G000009886"
"ENSMUSG00000001281","Psun_G000009888"
"ENSMUSG00000001288","Psun_G000009890"
"ENSMUSG00000043015","Psun_G000009987"
"ENSMUSG00000061848","Psun_G000009989"
"ENSMUSG00000026103","Psun_G000009990"
"ENSMUSG00000036273","Psun_G000009686"
"ENSMUSG00000044021","Psun_G000009688"
"ENSMUSG00000045954","Psun_G000009997"
"ENSMUSG00000026107","Psun_G000009996"
"ENSMUSG00000009575","Psun_G000009925"
"ENSMUSG00000046434","Psun_G000009926"
"ENSMUSG00000036061","Psun_G000009923"
"ENSMUSG00000045665","Psun_G000009891"
"ENSMUSG00000058290","Psun_G000009892"
"ENSMUSG00000036678","Psun_G000009893"
"ENSMUSG00000060284","Psun_G000009894"
"ENSMUSG00000025983","Psun_G000013990"
"ENSMUSG00000022629","Psun_G000009678"
"ENSMUSG00000025986","Psun_G000010001"
"ENSMUSG00000026094","Psun_G000010005"
"ENSMUSG00000096141","Psun_G000010003"
"ENSMUSG00000041144","Psun_G000010004"
"ENSMUSG00000026095","Psun_G000009972"
"ENSMUSG00000039342","Psun_G000009973"
"ENSMUSG00000026096","Psun_G000009974"
"ENSMUSG00000100679","Psun_G000009976"
"ENSMUSG00000023051","Psun_G000009904"
"ENSMUSG00000099083","Psun_G000009906"
"ENSMUSG00000062683","Psun_G000009907"
"ENSMUSG00000025977","Psun_G000010026"
"ENSMUSG00000042807","Psun_G000010007"
"ENSMUSG00000073676","Psun_G000010021"
"ENSMUSG00000025979","Psun_G000010023"
"ENSMUSG00000038331","Psun_G000010028"
"ENSMUSG00000025978","Psun_G000010024"
"ENSMUSG00000026098","Psun_G000009978"
"ENSMUSG00000060715","Psun_G000009979"
"ENSMUSG00000026100","Psun_G000009980"
"ENSMUSG00000022488","Psun_G000009934"
"ENSMUSG00000022489","Psun_G000009935"
"ENSMUSG00000022487","Psun_G000009932"
"ENSMUSG00000053508","Psun_G000009933"
"ENSMUSG00000038305","Psun_G000010035"
"ENSMUSG00000054770","Psun_G000010036"
"ENSMUSG00000026109","Psun_G000009998"
"ENSMUSG00000029623","Psun_G000019599"
"ENSMUSG00000101628","Psun_G000009993"
"ENSMUSG00000026104","Psun_G000009992"
"ENSMUSG00000063558","Psun_G000010044"
"ENSMUSG00000054477","Psun_G000010041"
"ENSMUSG00000026039","Psun_G000010037"
"ENSMUSG00000026027","Psun_G000010065"
"ENSMUSG00000099811","Psun_G000010075"
"ENSMUSG00000047361","Psun_G000010076"
"ENSMUSG00000097519","Psun_G000010029"
"ENSMUSG00000038323","Psun_G000010030"
"ENSMUSG00000025971","Psun_G000010032"
"ENSMUSG00000018417","Psun_G000009995"
"ENSMUSG00000099719","Psun_G000010061"
"ENSMUSG00000026028","Psun_G000010063"
"ENSMUSG00000025995","Psun_G000009967"
"ENSMUSG00000025993","Psun_G000009968"
"ENSMUSG00000116121","Psun_G000010059"
"ENSMUSG00000052331","Psun_G000010014"
"ENSMUSG00000101674","Psun_G000010016"
"ENSMUSG00000041303","Psun_G000010011"
"ENSMUSG00000109809","Psun_G000010012"
"ENSMUSG00000073678","Psun_G000010013"
"ENSMUSG00000114886","Psun_G000010099"
"ENSMUSG00000041763","Psun_G000009942"
"ENSMUSG00000041684","Psun_G000009960"
"ENSMUSG00000026048","Psun_G000009961"
"ENSMUSG00000046828","Psun_G000009962"
"ENSMUSG00000026014","Psun_G000010093"
"ENSMUSG00000026012","Psun_G000010094"
"ENSMUSG00000027520","Psun_G000010115"
"ENSMUSG00000085842","Psun_G000010100"
"ENSMUSG00000052062","Psun_G000010101"
"ENSMUSG00000025969","Psun_G000010102"
"ENSMUSG00000025981","Psun_G000010019"
"ENSMUSG00000025980","Psun_G000010020"
"ENSMUSG00000025959","Psun_G000010121"
"ENSMUSG00000025963","Psun_G000010118"
"ENSMUSG00000026018","Psun_G000010084"
"ENSMUSG00000067299","Psun_G000010128"
"ENSMUSG00000070870","Psun_G000010127"
"ENSMUSG00000038349","Psun_G000010027"
"ENSMUSG00000026019","Psun_G000010086"
"ENSMUSG00000023026","Psun_G000009819"
"ENSMUSG00000023027","Psun_G000009820"
"ENSMUSG00000045631","Psun_G000009821"
"ENSMUSG00000056487","Psun_G000009822"
"ENSMUSG00000070871","Psun_G000010125"
"ENSMUSG00000025964","Psun_G000010116"
"ENSMUSG00000115378","Psun_G000010117"
"ENSMUSG00000025997","Psun_G000010152"
"ENSMUSG00000025958","Psun_G000010123"
"ENSMUSG00000025956","Psun_G000010124"
"ENSMUSG00000051223","Psun_G000010051"
"ENSMUSG00000026036","Psun_G000010054"
"ENSMUSG00000026034","Psun_G000010052"
"ENSMUSG00000026035","Psun_G000010053"
"ENSMUSG00000045648","Psun_G000010153"
