Geneid,Chr,chr,Mouse_ID,Gene_name,Start,End,Length
Psun_G000010370,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000048000,Gigyf2,210379689,210379701,4370
Psun_G000010371,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026259,Ngef,210441890,210442749,1984
Psun_G000010372,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000079434,Neu2,210537116,210537409,1786
Psun_G000010373,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,210554052,210554090,2888
Psun_G000010374,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026288,Inpp5d,210613812,210613963,4477
Psun_G000010375,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000006920,Ezh1,210672257,210672271,306
Psun_G000010376,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026289,Atg16l1,210683610,210683710,441
Psun_G000010377,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026289,Atg16l1,210687403,210687517,1353
Psun_G000010378,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026289,Atg16l1,210717084,210717211,930
Psun_G000010379,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,210721533,210721676,291
Psun_G000010380,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026289,Atg16l1,210721971,210722048,423
Psun_G000010381,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000056055,Sag,210733788,210733853,1149
Psun_G000010382,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000056055,Sag,210769471,210769893,721
Psun_G000010383,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000070738,Dgkd,210820439,210820480,3252
Psun_G000010384,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000070738,Dgkd,210852864,210852998,462
Psun_G000010385,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000070738,Dgkd,210853513,210853752,696
Psun_G000010386,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000070738,Dgkd,210854670,210854750,222
Psun_G000010387,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,210855398,210855406,387
Psun_G000010388,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000005501,Usp40,210855553,210855762,678
Psun_G000010389,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000005501,Usp40,210856202,210856269,252
Psun_G000010390,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000005501,Usp40,210860247,210860298,549
Psun_G000010391,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000005501,Usp40,210863605,210863674,2660
Psun_G000010392,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000089675,Ugt1a8,210924050,210924084,3696
Psun_G000010393,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000089675,Ugt1a8,210966415,210967269,2433
Psun_G000010394,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000020229,#N/A,210976007,210976109,276
Psun_G000010395,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000090171,Ugt1a2,210997857,210998717,5499
Psun_G000010396,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000079429,Mroh2a,211043082,211043318,4748
Psun_G000010397,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000079429,Mroh2a,211077397,211077558,546
Psun_G000010398,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000044783,Hjurp,211080520,211083210,3166
Psun_G000010399,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,211082258,211082346,612
Psun_G000010400,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000036251,Trpm8,211135522,211135638,3225
Psun_G000010401,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000006678,Pola1,211203500,211203527,225
Psun_G000010402,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026295,Spp2,211219849,211220162,935
Psun_G000010403,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000049866,Arl4c,211499868,211499935,1922
Psun_G000010404,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000036206,Sh3bp4,211873612,211874003,3595
Psun_G000010405,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034486,Gbx2,212628042,212628565,1020
Psun_G000010406,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000092627,#N/A,212629964,212630476,513
Psun_G000010407,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000067081,Asb18,212645738,212647078,1473
Psun_G000010408,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000067081,Asb18,212681403,212681674,588
Psun_G000010409,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026301,Iqca,212729829,212730392,810
Psun_G000010410,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026301,Iqca,212824799,212824870,1364
Psun_G000010411,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000044337,Ackr3,212878945,212879070,2011
Psun_G000010412,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034432,Cops8,213248469,213248630,1630
Psun_G000010413,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000048126,Col6a3,213392301,213392480,435
Psun_G000010414,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000048126,Col6a3,213393880,213393893,10143
Psun_G000010415,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026303,Mlph,213542107,213542333,2477
Psun_G000010416,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026304,Rab17,213573003,213573792,1328
Psun_G000010417,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026305,Lrrfip1,213672120,213672287,459
Psun_G000010418,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026305,Lrrfip1,213691851,213691995,2526
Psun_G000010419,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026141,Col19a1,213714600,213714681,399
Psun_G000010420,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026305,Lrrfip1,213718920,213718997,1227
Psun_G000010421,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000070732,Rbm44,213735206,213735505,4036
Psun_G000010422,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034343,Ube2f,213823361,213823866,1043
Psun_G000010423,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034343,Ube2f,213863002,213863066,204
Psun_G000010424,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034343,Ube2f,213863618,213863711,600
Psun_G000010425,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,213866892,213866933,432
Psun_G000010426,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,213868173,213868310,246
Psun_G000010427,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000090322,#N/A,213872493,213872870,1228
Psun_G000010428,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000090322,#N/A,213883377,213883456,552
Psun_G000010429,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000090322,#N/A,213887830,213887847,426
Psun_G000010430,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,213894628,213894747,222
Psun_G000010431,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000049515,Espnl,213896214,213896507,3027
Psun_G000010432,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026308,Klhl30,213925525,213926584,2035
Psun_G000010433,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000092323,#N/A,213932561,213932705,306
Psun_G000010434,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047443,Erfe,213935867,213936049,2557
Psun_G000010435,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026309,Ilkap,213944766,213944998,1103
Psun_G000010436,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026309,Ilkap,213959282,213959418,789
Psun_G000010437,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000100253,#N/A,213976629,213976809,349
Psun_G000010438,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000067071,Hes6,213985463,213986435,1311
Psun_G000010439,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055866,Per2,213991070,213991249,369
Psun_G000010440,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055866,Per2,213992032,213992178,2166
Psun_G000010441,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055866,Per2,214007396,214007578,1710
Psun_G000010442,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055866,Per2,214026096,214026164,462
Psun_G000010443,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034292,Traf3ip1,214059959,214062974,5170
Psun_G000010444,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,214099352,214099400,345
Psun_G000010445,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,214100012,214100045,375
Psun_G000010446,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000029108,Pcdh7,214103688,214103766,279
Psun_G000010447,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026311,Asb1,214108158,214108206,1029
Psun_G000010448,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000058325,Dock1,214124576,214124707,432
Psun_G000010449,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026311,Asb1,214126483,214126635,405
Psun_G000010450,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000007805,Twist2,214386163,214386168,759
Psun_G000010451,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026313,Hdac4,214459948,214460098,207
Psun_G000010452,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026313,Hdac4,214460550,214461113,1281
Psun_G000010453,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026313,Hdac4,214463961,214464000,2904
Psun_G000010454,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026260,Ndufa10,214951646,214951698,348
Psun_G000010455,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026260,Ndufa10,214964053,214964142,2087
Psun_G000010456,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000073616,Cops9,215085962,215086213,511
Psun_G000010457,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034220,Gpc1,215299478,215299494,3200
Psun_G000010458,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034212,Ankmy1,215319032,215319106,3103
Psun_G000010459,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047067,Dusp28,215356380,215357047,947
Psun_G000010460,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026269,Rnpepl1,215360125,215361048,1878
Psun_G000010461,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026269,Rnpepl1,215367260,215367386,795
Psun_G000010462,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026269,Rnpepl1,215370076,215370113,270
Psun_G000010463,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,215370579,215370750,432
Psun_G000010464,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026270,Capn10,215377710,215379080,2145
Psun_G000010465,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026270,Capn10,215385961,215386243,1179
Psun_G000010466,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000100632,#N/A,215390271,215390518,898
Psun_G000010467,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000045091,Aqp12,215432070,215432658,1205
Psun_G000010468,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000014602,Kif1a,215443795,215445011,2492
Psun_G000010469,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000014602,Kif1a,215462825,215462912,3756
Psun_G000010470,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026272,Agxt,215547841,215547967,1518
Psun_G000010471,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034159,Mab21l4,215574261,215575002,2083
Psun_G000010472,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000084989,Crocc2,215601974,215601979,4848
Psun_G000010473,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047793,Sned1,215666043,215666056,3288
Psun_G000010474,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047793,Sned1,215695869,215696085,1206
Psun_G000010475,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047793,Sned1,215703044,215703115,864
Psun_G000010476,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026273,Mterf4,215712446,215713079,1513
Psun_G000010477,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,215719335,215719467,192
Psun_G000010478,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026274,Pask,215720052,215720212,4197
Psun_G000010479,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026274,Pask,215749696,215749726,282
Psun_G000010480,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,215754417,215754619,429
Psun_G000010481,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026275,Ppp1r7,215755066,215755253,1365
Psun_G000010482,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034107,Ano7,215782894,215783007,2769
Psun_G000010483,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034088,Hdlbp,215814332,215814468,225
Psun_G000010484,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034088,Hdlbp,215815021,215815353,633
Psun_G000010485,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034088,Hdlbp,215816046,215816132,3696
Psun_G000010486,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000116048,Septin2,215870653,215870714,1268
Psun_G000010487,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026276,Septin2,215897916,215897967,369
Psun_G000010488,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034066,Farp2,215933276,215933395,2166
Psun_G000010489,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034066,Farp2,215952496,215952613,333
Psun_G000010490,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034066,Farp2,215963235,215963679,673
Psun_G000010491,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,215973268,215973277,504
Psun_G000010492,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034066,Farp2,215975491,215975571,849
Psun_G000010493,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026277,Stk25,215983622,215985121,3185
Psun_G000010494,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026277,Stk25,215983978,215984065,585
Psun_G000010495,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026277,Stk25,215985441,215985488,1002
Psun_G000010496,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000020992,#N/A,216028199,216028859,961
Psun_G000010497,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026278,Bok,216042244,216043678,2452
Psun_G000010498,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026279,Thap4,216064691,216065001,719
Psun_G000010499,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000101952,#N/A,216100910,216102047,1237
Psun_G000010500,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026280,Atg4b,216104001,216104009,1158
Psun_G000010501,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026280,Atg4b,216118184,216118293,834
Psun_G000010502,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026280,Atg4b,216129030,216129053,843
Psun_G000010503,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026281,Dtymk,216131676,216132112,1328
Psun_G000010504,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026283,Ing5,216140408,216140907,1632
Psun_G000010505,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026283,Ing5,216155231,216155333,543
Psun_G000010506,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000073609,D2hgdh,216161597,216161960,1908
Psun_G000010507,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034341,Wbp2,216182743,216182922,294
Psun_G000010508,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000094651,#N/A,216198898,216198938,1128
Psun_G000010509,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034000,Neu4,216215200,216215220,1470
Psun_G000010510,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,216231503,216231589,207
Psun_G000010511,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026285,Pdcd1,216232254,216232484,1095
Psun_G000010512,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,217134139,217135292,1203
Psun_G000010513,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000040710,St8sia4,217350268,217350379,945
Psun_G000010514,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000112201,#N/A,218131626,218131826,213
Psun_G000010515,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000040693,Slco4c1,218147989,218148149,1622
Psun_G000010516,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055409,#N/A,218275012,218275223,922
Psun_G000010517,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000027778,Ift80,218342575,218342785,1374
Psun_G000010518,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026335,Pam,218835545,218835624,1816
Psun_G000010519,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000026333,Gin1,218879138,218880663,2907
Psun_G000010520,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000040648,Ppip5k2,218903231,218903705,3993
Psun_G000010521,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000040648,Ppip5k2,218956548,218956553,2639
Psun_G000010522,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024227,Pdzph1,219156405,219156504,862
Psun_G000010523,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024227,Pdzph1,219204724,219204741,3036
Psun_G000010524,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024228,Nudt12,219281026,219281853,2251
Psun_G000010525,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000117191,#N/A,219563469,219563526,2103
Psun_G000010526,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000048915,Efna5,222060298,222064752,4521
Psun_G000010527,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000000127,Fer,223175384,223175675,907
Psun_G000010528,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,223387224,223387410,1001
Psun_G000010529,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024083,Pja2,223481418,223481462,297
Psun_G000010530,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024083,Pja2,223484341,223484466,2215
Psun_G000010531,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024085,Man2a1,223865375,223865508,728
Psun_G000010532,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024085,Man2a1,223884870,223885107,2869
Psun_G000010533,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000012819,Cdh23,224228229,224228372,1676
Psun_G000010534,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000045036,#N/A,224455852,224456112,1125
Psun_G000010535,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024091,Vapa,224539251,224539957,1391
Psun_G000010536,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,224585387,224586203,1740
Psun_G000010537,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000056515,Rab31,224593959,224594351,702
Psun_G000010538,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000061950,Ppp4r1,224711700,224711754,1683
Psun_G000010539,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000061950,Ppp4r1,224737321,224737413,1993
Psun_G000010540,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024096,Ralbp1,224754456,224756145,3416
Psun_G000010541,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000040705,#N/A,224802205,224802227,219
Psun_G000010542,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024098,Twsg1,224805634,224805815,578
Psun_G000010543,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034647,Ankrd12,224837416,224841810,9228
Psun_G000010544,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000034647,Ankrd12,224877205,224877270,786
Psun_G000010545,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000054514,#N/A,224925707,224925856,254
Psun_G000010546,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000003316,Glg1,224929541,224929542,366
Psun_G000010547,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024101,Washc1,224955203,224955731,888
Psun_G000010548,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000035842,Ddx11,224964607,224965049,1470
Psun_G000010549,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024101,Washc1,224979744,224980920,1985
Psun_G000010550,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,224979746,224980395,993
Psun_G000010551,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000060131,Atp8b4,224983660,224983671,867
Psun_G000010552,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000035842,Ddx11,224989807,224989811,1140
Psun_G000010553,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,225013358,225014343,1428
Psun_G000010554,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000052105,Mtcl1,225132936,225134128,4106
Psun_G000010555,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000052105,Mtcl1,225166373,225166390,1569
Psun_G000010556,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000023460,Rab12,225267684,225268949,2055
Psun_G000010557,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000031822,Gse1,225320675,225321696,1512
Psun_G000010558,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000033278,Ptprm,225392030,225392747,2017
Psun_G000010559,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000033278,Ptprm,225730702,225731021,525
Psun_G000010560,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000032796,Lama1,226323399,226323910,1451
Psun_G000010561,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,226338529,226338723,195
Psun_G000010562,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000032796,Lama1,226339264,226339269,378
Psun_G000010563,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000032796,Lama1,226358845,226358859,4034
Psun_G000010564,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024043,Arhgap28,226410331,226410572,477
Psun_G000010565,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024043,Arhgap28,226420426,226420823,638
Psun_G000010566,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024043,Arhgap28,226430716,226430827,574
Psun_G000010567,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024043,Arhgap28,226438144,226438281,804
Psun_G000010568,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000031919,#N/A,226655848,226657055,1433
Psun_G000010569,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,227061482,227061657,399
Psun_G000010570,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024044,Epb41l3,227481175,227481418,538
Psun_G000010571,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024044,Epb41l3,227509350,227509464,711
Psun_G000010572,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024044,Epb41l3,227528690,227528870,4005
Psun_G000010573,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000096988,#N/A,227644919,227647092,2520
Psun_G000010574,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000091636,Akain1,227681406,227681777,2414
Psun_G000010575,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000097282,#N/A,228650254,228655187,5116
Psun_G000010576,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000003279,Dlgap1,228702665,228702674,681
Psun_G000010577,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000093622,#N/A,228728992,228729017,391
Psun_G000010578,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000047407,Tgif1,228738653,228739727,1423
Psun_G000010579,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000050621,#N/A,228743944,228744003,230
Psun_G000010580,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000117098,Gm49909,228840639,228841047,773
Psun_G000010581,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024048,Myl12a,228860952,228861127,588
Psun_G000010582,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024049,Myom1,228887241,228887554,666
Psun_G000010584,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024049,Myom1,228907516,228908889,1543
Psun_G000010583,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024049,Myom1,228907516,228908844,4820
Psun_G000010585,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024049,Myom1,228941808,228941952,1096
Psun_G000010586,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024049,Myom1,228966597,228966677,1149
Psun_G000010587,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024052,Lpin2,229041678,229041713,1839
Psun_G000010588,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024052,Lpin2,229064808,229064849,1098
Psun_G000010589,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,229072393,229072542,594
Psun_G000010590,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024052,Lpin2,229073713,229073853,417
Psun_G000010591,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024053,Emilin2,229076363,229076812,3092
Psun_G000010592,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024053,Emilin2,229077647,229078735,1297
Psun_G000010593,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024053,Emilin2,229092135,229094080,2382
Psun_G000010594,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024054,Smchd1,229135848,229136734,5689
Psun_G000010595,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024056,Ndc80,229253691,229253940,1501
Psun_G000010596,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000024056,Ndc80,229278433,229278627,753
Psun_G000010597,ScmyWZ3_3985_HRSCAF_4074,3,#N/A,#N/A,229281873,229281990,384
Psun_G000010598,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000055660,Mettl4,229282668,229282690,1377
Psun_G000010599,ScmyWZ3_3985_HRSCAF_4074,3,ENSMUSG00000053799,Exoc6,229307747,229307818,282
